ast,blk,date_game,drb,fg,fg3,fg3a,fga,ft,fta,game_location,game_result,game_start_time,game_streak,losses,opp_name,opp_pts,orb,overtimes,pf,plus_minus,pts,stl,tov,trb,wins
17.0,8.0,"Wed, Oct 28, 2015",29.0,30.0,8.0,35.0,87.0,17.0,26.0,,L,8:00p,L 1,1,Denver Nuggets,105,15.0,,19.0,-100.0,85,13.0,16.0,44.0,0
19.0,9.0,"Fri, Oct 30, 2015",37.0,30.0,5.0,23.0,82.0,27.0,36.0,,L,9:30p,L 2,2,Golden State Warriors,112,12.0,,20.0,-100.0,92,3.0,16.0,49.0,0
20.0,3.0,"Sun, Nov 1, 2015",31.0,32.0,10.0,36.0,79.0,15.0,18.0,@,L,6:00p,L 3,3,Miami Heat,109,3.0,,23.0,-100.0,89,9.0,17.0,34.0,0
22.0,7.0,"Mon, Nov 2, 2015",27.0,41.0,9.0,29.0,89.0,19.0,29.0,,W,8:00p,W 1,3,Oklahoma City Thunder,105,7.0,,22.0,25.0,110,18.0,12.0,34.0,1
28.0,1.0,"Wed, Nov 4, 2015",32.0,42.0,11.0,34.0,88.0,24.0,34.0,,W,8:00p,W 2,3,Orlando Magic,114,16.0,OT,20.0,25.0,119,8.0,19.0,48.0,2
23.0,4.0,"Fri, Nov 6, 2015",35.0,40.0,15.0,36.0,82.0,21.0,27.0,@,W,10:30p,W 3,3,Sacramento Kings,110,14.0,,26.0,30.0,116,8.0,21.0,49.0,3
16.0,3.0,"Sat, Nov 7, 2015",36.0,38.0,7.0,30.0,86.0,26.0,29.0,@,W,10:30p,W 4,3,Los Angeles Clippers,105,11.0,,27.0,20.0,109,7.0,14.0,47.0,4
25.0,9.0,"Wed, Nov 11, 2015",32.0,42.0,8.0,34.0,98.0,6.0,12.0,,L,8:00p,L 1,4,Brooklyn Nets,106,13.0,,14.0,-40.0,98,9.0,7.0,45.0,4
19.0,8.0,"Fri, Nov 13, 2015",32.0,33.0,9.0,29.0,77.0,23.0,31.0,@,L,9:00p,L 2,5,Denver Nuggets,107,8.0,,25.0,-45.0,98,10.0,20.0,40.0,4
22.0,5.0,"Sat, Nov 14, 2015",31.0,32.0,9.0,34.0,84.0,25.0,32.0,,L,8:00p,L 3,6,Dallas Mavericks,110,12.0,,23.0,-60.0,98,9.0,12.0,43.0,4
23.0,6.0,"Mon, Nov 16, 2015",32.0,36.0,11.0,32.0,85.0,12.0,23.0,,L,8:00p,L 4,7,Boston Celtics,111,14.0,,20.0,-80.0,95,10.0,22.0,46.0,4
22.0,6.0,"Wed, Nov 18, 2015",38.0,32.0,14.0,44.0,92.0,30.0,35.0,,W,8:00p,W 1,7,Portland Trail Blazers,103,13.0,OT,20.0,25.0,108,11.0,17.0,51.0,5
15.0,9.0,"Fri, Nov 20, 2015",40.0,28.0,6.0,29.0,74.0,22.0,37.0,@,L,8:00p,L 1,8,Memphis Grizzlies,96,9.0,,23.0,-60.0,84,11.0,23.0,49.0,5
18.0,4.0,"Sat, Nov 21, 2015",26.0,35.0,12.0,28.0,81.0,20.0,28.0,,L,8:00p,L 2,9,New York Knicks,107,16.0,,26.0,-25.0,102,6.0,12.0,42.0,5
19.0,7.0,"Wed, Nov 25, 2015",31.0,30.0,10.0,34.0,71.0,23.0,27.0,,L,8:00p,L 3,10,Memphis Grizzlies,102,6.0,,22.0,-45.0,93,14.0,19.0,37.0,5
21.0,6.0,"Fri, Nov 27, 2015",39.0,38.0,11.0,20.0,73.0,29.0,37.0,,W,8:00p,W 1,10,Philadelphia 76ers,114,10.0,,21.0,10.0,116,5.0,22.0,49.0,6
16.0,2.0,"Sun, Nov 29, 2015",22.0,43.0,7.0,25.0,95.0,23.0,36.0,@,W,7:30p,W 2,10,New York Knicks,111,17.0,OT,19.0,25.0,116,16.0,8.0,39.0,7
19.0,7.0,"Mon, Nov 30, 2015",29.0,35.0,11.0,27.0,88.0,24.0,28.0,@,L,7:30p,L 1,11,Detroit Pistons,116,16.0,,27.0,-55.0,105,11.0,16.0,45.0,7
20.0,7.0,"Wed, Dec 2, 2015",33.0,36.0,8.0,27.0,87.0,28.0,39.0,,W,8:00p,W 1,11,New Orleans Pelicans,101,9.0,,23.0,35.0,108,9.0,10.0,42.0,8
20.0,5.0,"Fri, Dec 4, 2015",30.0,39.0,12.0,26.0,84.0,10.0,18.0,@,W,8:30p,W 2,11,Dallas Mavericks,96,15.0,,22.0,20.0,100,12.0,18.0,45.0,9
25.0,5.0,"Sat, Dec 5, 2015",30.0,36.0,16.0,34.0,78.0,32.0,43.0,,W,8:00p,W 3,11,Sacramento Kings,113,13.0,,18.0,35.0,120,9.0,17.0,43.0,10
26.0,3.0,"Tue, Dec 8, 2015",26.0,39.0,15.0,35.0,82.0,12.0,17.0,@,L,7:30p,L 1,12,Brooklyn Nets,110,10.0,,15.0,-25.0,105,20.0,23.0,36.0,10
23.0,4.0,"Wed, Dec 9, 2015",36.0,40.0,12.0,33.0,83.0,17.0,25.0,@,W,7:00p,W 1,12,Washington Wizards,103,6.0,,23.0,30.0,109,8.0,19.0,42.0,11
32.0,7.0,"Sat, Dec 12, 2015",37.0,47.0,15.0,33.0,90.0,17.0,28.0,,W,8:00p,W 2,12,Los Angeles Lakers,97,15.0,,15.0,145.0,126,16.0,16.0,52.0,12
26.0,1.0,"Mon, Dec 14, 2015",21.0,41.0,18.0,40.0,87.0,8.0,11.0,@,L,9:00p,L 1,13,Denver Nuggets,114,5.0,,22.0,-30.0,108,14.0,11.0,26.0,12
22.0,3.0,"Tue, Dec 15, 2015",29.0,34.0,12.0,39.0,82.0,17.0,23.0,@,L,10:00p,L 2,14,Sacramento Kings,107,7.0,,28.0,-50.0,97,17.0,21.0,36.0,12
22.0,8.0,"Thu, Dec 17, 2015",31.0,34.0,12.0,31.0,88.0,27.0,42.0,@,W,10:30p,W 1,14,Los Angeles Lakers,87,23.0,,17.0,100.0,107,9.0,13.0,54.0,13
22.0,7.0,"Sat, Dec 19, 2015",42.0,34.0,8.0,25.0,76.0,31.0,49.0,,W,8:00p,W 2,14,Los Angeles Clippers,97,13.0,,29.0,50.0,107,7.0,15.0,55.0,14
18.0,4.0,"Mon, Dec 21, 2015",40.0,33.0,7.0,28.0,71.0,29.0,41.0,,W,8:00p,W 3,14,Charlotte Hornets,95,9.0,,33.0,35.0,102,3.0,19.0,49.0,15
19.0,6.0,"Wed, Dec 23, 2015",27.0,41.0,7.0,29.0,83.0,12.0,17.0,@,L,7:00p,L 1,15,Orlando Magic,104,9.0,,18.0,-15.0,101,5.0,11.0,36.0,15
23.0,2.0,"Fri, Dec 25, 2015",34.0,32.0,7.0,15.0,74.0,17.0,26.0,,W,8:00p,W 1,15,San Antonio Spurs,84,8.0,,17.0,20.0,88,8.0,17.0,42.0,16
21.0,3.0,"Sat, Dec 26, 2015",25.0,38.0,15.0,33.0,84.0,17.0,20.0,@,L,7:00p,L 1,16,New Orleans Pelicans,110,10.0,,20.0,-10.0,108,8.0,10.0,35.0,16
23.0,4.0,"Tue, Dec 29, 2015",39.0,39.0,11.0,20.0,72.0,26.0,39.0,,L,8:00p,L 2,17,Atlanta Hawks,121,7.0,,21.0,-30.0,115,6.0,19.0,46.0,16
21.0,5.0,"Thu, Dec 31, 2015",29.0,36.0,12.0,30.0,78.0,26.0,29.0,,L,7:00p,L 3,18,Golden State Warriors,114,4.0,,22.0,-20.0,110,13.0,15.0,33.0,16
26.0,4.0,"Sat, Jan 2, 2016",29.0,37.0,9.0,22.0,74.0,20.0,33.0,@,L,8:30p,L 4,19,San Antonio Spurs,121,8.0,,20.0,-90.0,103,7.0,15.0,37.0,16
17.0,2.0,"Mon, Jan 4, 2016",28.0,33.0,11.0,26.0,68.0,16.0,21.0,@,W,9:00p,W 1,19,Utah Jazz,91,6.0,,16.0,10.0,93,8.0,16.0,34.0,17
15.0,3.0,"Thu, Jan 7, 2016",30.0,39.0,7.0,23.0,75.0,18.0,26.0,,W,8:00p,W 2,19,Utah Jazz,94,11.0,,16.0,45.0,103,11.0,16.0,41.0,18
24.0,3.0,"Sun, Jan 10, 2016",39.0,39.0,14.0,38.0,89.0,15.0,23.0,,W,7:00p,W 3,19,Indiana Pacers,103,10.0,OT,21.0,20.0,107,11.0,22.0,49.0,19
