ast,blk,drb,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,mp,orb,pf,plus_minus,pts,stl,tov,trb
4,0,2,10,2,.500,4,.588,17,2,.400,5,35:42,0,2,+13,24,1,3,2
3,0,13,4,0,,0,.286,14,5,.625,8,31:29,4,2,+2,13,3,1,17
3,1,5,3,0,.000,1,.500,6,2,.500,4,29:26,1,3,+8,8,2,5,6
0,1,3,7,1,1.000,1,.778,9,2,1.000,2,28:11,5,3,+1,17,1,0,8
1,0,0,2,1,.500,2,.333,6,0,,0,16:44,0,0,-7,5,0,2,0
4,0,5,7,0,,0,.467,15,6,.857,7,31:16,0,2,+16,20,0,0,5
0,0,2,5,0,.000,2,.455,11,3,1.000,3,20:14,0,4,+10,13,1,0,2
1,0,1,4,3,1.000,3,.667,6,0,,0,16:06,0,1,-4,11,1,1,1
1,1,5,1,0,,0,.500,2,0,,0,16:06,5,3,+5,2,0,1,10
1,0,1,1,1,1.000,1,.250,4,0,,0,14:46,0,2,+1,3,0,1,1
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
