ast,blk,drb,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,mp,orb,pf,plus_minus,pts,stl,tov,trb
8,0,8,6,2,.250,8,.353,17,6,1.000,6,39:25,2,1,+17,20,1,1,10
1,2,9,7,1,1.000,1,.500,14,3,.750,4,36:28,0,1,+15,18,3,3,9
1,3,7,6,0,,0,.667,9,1,.500,2,34:20,6,1,+21,13,1,1,13
2,1,3,5,1,.143,7,.333,15,2,1.000,2,33:11,1,2,+21,13,0,2,4
2,0,3,2,0,.000,4,.250,8,0,,0,22:28,1,5,+3,4,0,3,4
2,0,5,3,1,.333,3,.333,9,2,1.000,2,25:32,1,3,+10,9,2,3,6
2,0,3,3,2,.400,5,.429,7,0,,0,20:30,1,3,-6,8,1,2,4
1,0,1,0,0,,0,,0,0,,0,14:53,0,1,-5,0,1,0,1
0,0,1,1,0,,0,.500,2,0,,0,11:23,0,1,-3,2,0,0,1
0,1,0,0,0,,0,,0,0,,0,1:51,0,0,-8,0,0,0,0
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
