ast,blk,drb,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,mp,orb,pf,plus_minus,pts,stl,tov,trb
1,5,9,4,0,,0,.571,7,6,.545,11,38:52,8,4,+10,14,1,1,17
5,0,5,7,3,.500,6,.438,16,6,.667,9,35:58,1,1,+18,23,2,2,6
5,0,4,5,2,.250,8,.294,17,4,1.000,4,30:58,1,0,+15,16,0,1,5
4,0,2,5,2,1.000,2,1.000,5,0,,0,26:10,0,2,+19,12,0,0,2
1,0,0,4,2,1.000,2,.800,5,0,,0,17:45,0,5,+8,10,0,1,0
7,0,2,4,2,.333,6,.444,9,0,,0,30:15,0,3,-2,10,0,3,2
1,2,1,4,1,.333,3,.400,10,0,,0,24:34,1,2,-13,9,1,1,2
1,0,2,1,0,.000,4,.167,6,0,.000,2,18:51,0,1,-16,2,0,1,2
1,0,2,2,1,1.000,1,.667,3,2,.667,3,11:57,0,0,-9,7,1,1,2
0,0,1,2,0,,0,1.000,2,0,,0,4:40,0,0,0,4,0,1,1
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
