games,date_game,odd_home_team,odd_away_team
GSW-BOS,2016-04-01,"1,07","8,00"
MEM-TOR,2016-04-01,"2,70","1,45"
MIL-ORL,2016-04-01,"1,65","2,20"
NYK-BRK,2016-04-01,"1,37","3,00"
PHO-WAS,2016-04-01,"4,20","1,22"
SAC-MIA,2016-04-01,"3,10","1,35"
UTA-MIN,2016-04-01,"1,27","3,70"
CHI-DET,2016-04-02,"1,60","2,30"
DEN-SAC,2016-04-02,"1,22","4,30"
PHI-IND,2016-04-02,"6,50","1,10"
POR-MIA,2016-04-02,"1,40","2,90"
SAS-TOR,2016-04-02,"1,07","8,00"
BRK-NOP,2016-04-03,"1,65","2,20"
CLE-CHO,2016-04-03,"1,30","3,40"
GSW-POR,2016-04-03,"1,08","7,50"
HOU-OKC,2016-04-03,"2,20","1,65"
LAC-WAS,2016-04-03,"1,35","3,10"
LAL-BOS,2016-04-03,"4,60","1,18"
MIL-CHI,2016-04-03,"1,75","2,05"
MIN-DAL,2016-04-03,"2,20","1,65"
NYK-IND,2016-04-03,"3,30","1,32"
ORL-MEM,2016-04-03,"1,55","2,40"
PHO-UTA,2016-04-03,"4,80","1,17"
ATL-PHO,2016-04-05,"1,04",10
DEN-OKC,2016-04-05,"4,20","1,22"
GSW-MIN,2016-04-05,"1,02",12
LAC-LAL,2016-04-05,"1,03",11
MEM-CHI,2016-04-05,"2,30","1,60"
MIA-DET,2016-04-05,"1,50","2,55"
MIL-CLE,2016-04-05,"4,70","1,18"
PHI-NOP,2016-04-05,"1,70","2,10"
SAC-POR,2016-04-05,"2,40","1,55"
TOR-CHO,2016-04-05,"1,55","2,40"
UTA-SAS,2016-04-05,"2,30","1,60"
BOS-NOP,2016-04-06,"1,03",11
DAL-HOU,2016-04-06,"2,00","1,80"
IND-CLE,2016-04-06,"1,55","2,40"
LAL-LAC,2016-04-06,"5,20","1,15"
NYK-CHO,2016-04-06,"2,55","1,50"
ORL-DET,2016-04-06,"1,60","2,30"
POR-OKC,2016-04-06,"1,40","2,90"
WAS-BRK,2016-04-06,"1,07","8,00"
ATL-TOR,2016-04-07,"1,35","3,10"
GSW-SAS,2016-04-07,"1,35","3,10"
HOU-PHO,2016-04-07,"1,08","7,50"
MIA-CHI,2016-04-07,"1,35","3,10"
SAC-MIN,2016-04-07,"1,80","1,90"
BOS-MIL,2016-04-08,"1,12","5,90"
CHO-BRK,2016-04-08,"1,03",11
DAL-MEM,2016-04-08,"1,35","3,10"
DEN-SAS,2016-04-08,"1,75","2,00"
DET-WAS,2016-04-08,"1,40","2,90"
NOP-LAL,2016-04-08,"1,55","2,40"
ORL-MIA,2016-04-08,"1,95","1,85"
PHI-NYK,2016-04-08,"2,20","1,65"
TOR-IND,2016-04-08,"2,70","1,45"
UTA-LAC,2016-04-08,"1,05","9,00"
ATL-BOS,2016-04-09,"1,40","2,90"
CHI-CLE,2016-04-09,"3,20","1,30"
MEM-GSW,2016-04-09,"8,00","1,07"
NOP-PHO,2016-04-09,"2,20","1,65"
POR-MIN,2016-04-09,"1,22","4,20"
SAC-OKC,2016-04-09,"4,00","1,20"
DEN-UTA,2016-04-10,"3,10","1,35"
HOU-LAL,2016-04-10,"1,05","9,00"
IND-BRK,2016-04-10,"1,07","8,00"
LAC-DAL,2016-04-10,"1,40","2,90"
MIA-ORL,2016-04-10,"1,17","4,80"
NYK-TOR,2016-04-10,"3,10","1,35"
PHI-MIL,2016-04-10,"2,55","1,50"
SAS-GSW,2016-04-10,"1,55","2,40"
WAS-CHO,2016-04-10,"2,70","1,45"
BOS-CHO,2016-04-11,"1,32","3,30"
BRK-WAS,2016-04-11,"3,30","1,32"
CLE-ATL,2016-04-11,"1,40","2,90"
MIN-HOU,2016-04-11,"2,40","1,55"
NOP-CHI,2016-04-11,"2,55","1,50"
OKC-LAL,2016-04-11,"1,02",12
ORL-MIL,2016-04-11,"1,65","2,20"
PHO-SAC,2016-04-11,"1,40","2,90"
UTA-DAL,2016-04-11,"1,30","3,40"
DET-MIA,2016-04-12,"1,75","2,05"
IND-NYK,2016-04-12,"1,10","6,50"
LAC-MEM,2016-04-12,"1,22","4,10"
SAS-OKC,2016-04-12,"1,07","8,00"
TOR-PHI,2016-04-12,"1,10","6,50"
BOS-MIA,2016-04-13,"1,50","2,55"
BRK-TOR,2016-04-13,"2,70","1,45"
CHI-PHI,2016-04-13,"1,17","4,80"
CHO-ORL,2016-04-13,"1,27","3,70"
CLE-DET,2016-04-13,"1,55","2,40"
DAL-SAS,2016-04-13,"1,50","2,55"
GSW-MEM,2016-04-13,"1,01",11
HOU-SAC,2016-04-13,"1,03",11
LAL-UTA,2016-04-13,"2,40","1,55"
MIL-IND,2016-04-13,"1,50","2,55"
MIN-NOP,2016-04-13,"1,18","4,60"
PHO-LAC,2016-04-13,"1,50","2,55"
POR-DEN,2016-04-13,"1,13","5,70"
WAS-ATL,2016-04-13,"4,30","1,20"
