games,date_game,odd_home_team,odd_away_team
PHI-CLE,2016-01-10,12,"1,02"
POR-OKC,2016-01-10,"3,80","1,25"
BRK-SAS,2016-01-11,10,"1,03"
CHI-WAS,2016-01-11,"1,20","4,40"
GSW-MIA,2016-01-11,"1,04",10
DAL-CLE,2016-01-12,"2,90","1,40"
DET-SAS,2016-01-12,"3,40","1,30"
IND-PHO,2016-01-12,"1,08","6,50"
LAL-NOP,2016-01-12,"2,00","1,70"
MEM-HOU,2016-01-12,"2,00","1,70"
MIL-CHI,2016-01-12,"2,30","1,60"
MIN-OKC,2016-01-12,"5,70","1,13"
NYK-BOS,2016-01-12,"1,95","1,85"
BOS-IND,2016-01-13,"1,60","2,30"
BRK-NYK,2016-01-13,"2,20","1,65"
CHO-ATL,2016-01-13,"2,20","1,65"
DEN-GSW,2016-01-13,"5,20","1,15"
HOU-MIN,2016-01-13,"1,22","4,20"
LAC-MIA,2016-01-13,"1,60","2,30"
OKC-DAL,2016-01-13,"1,05","8,00"
POR-UTA,2016-01-13,"1,65","2,20"
SAC-NOP,2016-01-13,"1,32","3,30"
WAS-MIL,2016-01-13,"1,40","2,90"
GSW-LAL,2016-01-14,"1,01",14
MEM-DET,2016-01-14,"1,95","1,85"
ORL-TOR,2016-01-14,"2,55","1,50"
PHI-CHI,2016-01-14,"4,10","1,22"
SAS-CLE,2016-01-14,"1,32","3,30"
UTA-SAC,2016-01-14,"1,60","2,30"
BOS-PHO,2016-01-15,"1,18","4,70"
BRK-POR,2016-01-15,"2,55","1,50"
CHI-DAL,2016-01-15,"1,95","1,85"
DEN-MIA,2016-01-15,"2,05","1,75"
HOU-CLE,2016-01-15,"2,05","1,75"
IND-WAS,2016-01-15,"1,30","3,40"
MIL-ATL,2016-01-15,"2,55","1,50"
NOP-CHO,2016-01-15,"1,60","2,30"
OKC-MIN,2016-01-15,"1,07","8,00"
ATL-BRK,2016-01-16,"1,12","6,00"
CHO-MIL,2016-01-16,"1,35","3,10"
DET-GSW,2016-01-16,"3,30","1,32"
LAC-SAC,2016-01-16,"1,50","2,50"
MEM-NYK,2016-01-16,"1,40","2,70"
PHI-POR,2016-01-16,"2,90","1,40"
UTA-LAL,2016-01-16,"1,22","4,10"
WAS-BOS,2016-01-16,"2,00","1,80"
DEN-IND,2016-01-17,"2,10","1,70"
LAL-HOU,2016-01-17,"5,20","1,15"
MIN-PHO,2016-01-17,"1,50","2,55"
OKC-MIA,2016-01-17,"1,15","5,30"
SAS-DAL,2016-01-17,"1,07","8,00"
ATL-ORL,2016-01-18,"1,25","3,80"
CHO-UTA,2016-01-18,"1,60","2,30"
CLE-GSW,2016-01-18,"1,55","2,40"
DAL-BOS,2016-01-18,"2,10","1,75"
DET-CHI,2016-01-18,"1,65","2,20"
LAC-HOU,2016-01-18,"1,40","2,90"
MEM-NOP,2016-01-18,"1,50","2,55"
NYK-PHI,2016-01-18,"1,17","4,80"
TOR-BRK,2016-01-18,"1,10","6,50"
WAS-POR,2016-01-18,"1,50","2,40"
DEN-OKC,2016-01-19,"4,80","1,18"
MIA-MIL,2016-01-19,"1,50","2,55"
NOP-MIN,2016-01-19,"1,40","2,90"
PHO-IND,2016-01-19,"3,10","1,35"
BRK-CLE,2016-01-20,"8,00","1,07"
CHI-GSW,2016-01-20,"3,10","1,35"
DAL-MIN,2016-01-20,"1,35","3,10"
HOU-DET,2016-01-20,"1,55","2,40"
LAL-SAC,2016-01-20,"3,30","1,32"
NYK-UTA,2016-01-20,"1,65","2,20"
OKC-CHO,2016-01-20,"1,17","4,80"
ORL-PHI,2016-01-20,"1,27","3,70"
POR-ATL,2016-01-20,"2,00","1,80"
TOR-BOS,2016-01-20,"1,60","2,30"
WAS-MIA,2016-01-20,"1,35","3,10"
CLE-LAC,2016-01-21,"1,33","3,20"
DEN-MEM,2016-01-21,"2,10","1,70"
NOP-DET,2016-01-21,"1,70","2,10"
PHO-SAS,2016-01-21,12,"1,02"
SAC-ATL,2016-01-21,"1,95","1,85"
BOS-CHI,2016-01-22,"1,55","2,40"
BRK-UTA,2016-01-22,"2,90","1,40"
DAL-OKC,2016-01-22,"3,40","1,30"
GSW-IND,2016-01-22,"1,05","9,00"
HOU-MIL,2016-01-22,"1,65","2,20"
LAL-SAS,2016-01-22,13,"1,02"
NYK-LAC,2016-01-22,"2,10","1,70"
ORL-CHO,2016-01-22,"1,45","2,70"
TOR-MIA,2016-01-22,"1,12","6,00"
CHO-NYK,2016-01-23,"1,95","1,85"
CLE-CHI,2016-01-23,"1,12","6,00"
DEN-DET,2016-01-23,"2,55","1,50"
MIN-MEM,2016-01-23,"2,30","1,60"
NOP-MIL,2016-01-23,"1,35","3,10"
PHO-ATL,2016-01-23,"6,50","1,10"
POR-LAL,2016-01-23,"1,10","6,50"
SAC-IND,2016-01-23,"1,60","2,30"
BRK-OKC,2016-01-24,"9,00","1,05"
HOU-DAL,2016-01-24,"1,55","2,40"
PHI-BOS,2016-01-24,"3,80","1,25"
TOR-LAC,2016-01-24,"1,70","2,10"
CHI-MIA,2016-01-25,"1,27","3,70"
CLE-MIN,2016-01-25,"1,05","9,00"
DEN-ATL,2016-01-25,"2,55","1,50"
GSW-SAS,2016-01-25,"1,45","2,70"
MEM-ORL,2016-01-25,"1,45","2,70"
NOP-HOU,2016-01-25,"1,50","2,55"
SAC-CHO,2016-01-25,"1,25","3,80"
UTA-DET,2016-01-25,"1,65","2,20"
WAS-BOS,2016-01-25,"1,65","2,20"
BRK-MIA,2016-01-26,"2,40","1,55"
IND-LAC,2016-01-26,"1,95","1,85"
LAL-DAL,2016-01-26,"3,20","1,35"
MIL-ORL,2016-01-26,"1,45","2,70"
NYK-OKC,2016-01-26,"4,70","1,18"
PHI-PHO,2016-01-26,"1,70","2,10"
POR-SAC,2016-01-26,"1,45","2,50"
TOR-WAS,2016-01-26,"1,25","3,70"
ATL-LAC,2016-01-27,"1,40","2,90"
BOS-DEN,2016-01-27,"1,17","4,80"
CLE-PHO,2016-01-27,"1,01",15
DET-PHI,2016-01-27,"1,07","8,00"
GSW-DAL,2016-01-27,"1,02",12
MIN-OKC,2016-01-27,"3,40","1,30"
SAS-HOU,2016-01-27,"1,15","5,20"
UTA-CHO,2016-01-27,"1,30","3,40"
IND-ATL,2016-01-28,"1,65","2,20"
LAL-CHI,2016-01-28,"4,20","1,22"
MEM-MIL,2016-01-28,"1,50","2,55"
NOP-SAC,2016-01-28,"2,60","1,42"
TOR-NYK,2016-01-28,"1,10","5,80"
WAS-DEN,2016-01-28,"1,28","3,60"
BOS-ORL,2016-01-29,"1,25","3,80"
DAL-BRK,2016-01-29,"1,20","4,40"
DET-CLE,2016-01-29,"2,55","1,50"
LAC-LAL,2016-01-29,"1,03",11
MIL-MIA,2016-01-29,"1,95","1,85"
NYK-PHO,2016-01-29,"1,22","4,20"
OKC-HOU,2016-01-29,"1,22","4,20"
POR-CHO,2016-01-29,"1,40","2,90"
UTA-MIN,2016-01-29,"1,22","4,20"
CLE-SAS,2016-01-30,"1,95","1,85"
HOU-WAS,2016-01-30,"1,50","2,50"
IND-DEN,2016-01-30,"1,18","4,80"
MEM-SAC,2016-01-30,"1,55","2,40"
NOP-BRK,2016-01-30,"1,22","4,10"
PHI-GSW,2016-01-30,15,"1,01"
TOR-DET,2016-01-30,"1,30","3,40"
DAL-PHO,2016-01-31,"1,18","4,70"
LAC-CHI,2016-01-31,"1,50","2,55"
LAL-CHO,2016-01-31,"2,40","1,55"
MIA-ATL,2016-01-31,"2,10","1,70"
NYK-GSW,2016-01-31,"5,80","1,13"
ORL-BOS,2016-01-31,"2,40","1,55"
POR-MIN,2016-01-31,"1,32","3,30"
ATL-DAL,2016-02-01,"1,35","3,10"
BRK-DET,2016-02-01,"3,40","1,30"
DEN-TOR,2016-02-01,"2,70","1,45"
IND-CLE,2016-02-01,"2,55","1,50"
NOP-MEM,2016-02-01,"1,65","2,20"
OKC-WAS,2016-02-01,"1,17","4,80"
SAC-MIL,2016-02-01,"1,80","2,00"
SAS-ORL,2016-02-01,"1,01",15
UTA-CHI,2016-02-01,"1,45","2,70"
HOU-MIA,2016-02-02,"1,47","2,60"
LAL-MIN,2016-02-02,"2,55","1,50"
NYK-BOS,2016-02-02,"2,50","1,45"
PHO-TOR,2016-02-02,"4,40","1,20"
POR-MIL,2016-02-02,"1,30","3,40"
BOS-DET,2016-02-03,"1,55","2,40"
BRK-IND,2016-02-03,"3,10","1,35"
CHO-CLE,2016-02-03,"5,00","1,17"
DAL-MIA,2016-02-03,"1,60","2,30"
LAC-MIN,2016-02-03,"1,10","6,50"
OKC-ORL,2016-02-03,"1,07","8,00"
PHI-ATL,2016-02-03,"3,80","1,25"
SAC-CHI,2016-02-03,"1,55","2,40"
SAS-NOP,2016-02-03,"1,05","9,00"
UTA-DEN,2016-02-03,"1,25","3,80"
WAS-GSW,2016-02-03,"6,00","1,12"
DET-NYK,2016-02-04,"1,52","2,50"
NOP-LAL,2016-02-04,"1,14","5,40"
PHO-HOU,2016-02-04,"3,70","1,27"
POR-TOR,2016-02-04,"1,80","2,00"
ATL-IND,2016-02-05,"1,45","2,70"
BRK-SAC,2016-02-05,"2,70","1,45"
CHO-MIA,2016-02-05,"1,55","2,40"
CLE-BOS,2016-02-05,"1,30","3,40"
DAL-SAS,2016-02-05,"3,10","1,35"
DEN-CHI,2016-02-05,"1,65","2,20"
NYK-MEM,2016-02-05,"2,60","1,47"
ORL-LAC,2016-02-05,"2,30","1,60"
UTA-MIL,2016-02-05,"1,27","3,70"
WAS-PHI,2016-02-05,"1,17","4,80"
CHO-WAS,2016-02-06,"1,45","2,55"
CLE-NOP,2016-02-06,"1,15","5,20"
GSW-OKC,2016-02-06,"1,25","3,80"
HOU-POR,2016-02-06,"1,45","2,70"
IND-DET,2016-02-06,"1,50","2,55"
MEM-DAL,2016-02-06,"1,42","2,80"
MIN-CHI,2016-02-06,"1,55","2,40"
PHI-BRK,2016-02-06,"1,90","1,90"
PHO-UTA,2016-02-06,"3,10","1,35"
SAS-LAL,2016-02-06,"1,02",12
BOS-SAC,2016-02-07,"1,25","3,80"
MIA-LAC,2016-02-07,"1,95","1,85"
NYK-DEN,2016-02-07,"1,60","2,30"
ORL-ATL,2016-02-07,"2,30","1,60"
ATL-ORL,2016-02-08,"1,22","4,20"
BRK-DEN,2016-02-08,"2,20","1,65"
CHO-CHI,2016-02-08,"1,25","3,80"
CLE-SAC,2016-02-08,"1,07","8,00"
DET-TOR,2016-02-08,"2,10","1,75"
IND-LAL,2016-02-08,"1,07","8,00"
MEM-POR,2016-02-08,"1,65","2,20"
MIN-NOP,2016-02-08,"1,75","2,10"
PHI-LAC,2016-02-08,"4,60","1,18"
PHO-OKC,2016-02-08,"9,00","1,05"
DAL-UTA,2016-02-09,"1,80","2,00"
GSW-HOU,2016-02-09,"1,03",11
MIA-SAS,2016-02-09,"3,30","1,32"
MIL-BOS,2016-02-09,"2,40","1,55"
NYK-WAS,2016-02-09,"2,00","1,80"
BOS-LAC,2016-02-10,"1,80","2,00"
BRK-MEM,2016-02-10,"2,55","1,50"
CHI-ATL,2016-02-10,"2,40","1,55"
CLE-LAL,2016-02-10,"1,01",15
DET-DEN,2016-02-10,"1,45","2,70"
IND-CHO,2016-02-10,"1,60","2,30"
MIN-TOR,2016-02-10,"2,90","1,40"
NOP-UTA,2016-02-10,"1,75","2,00"
ORL-SAS,2016-02-10,"4,50","1,20"
PHI-SAC,2016-02-10,"2,70","1,45"
PHO-GSW,2016-02-10,12,"1,02"
POR-HOU,2016-02-10,"1,50","2,55"
MIL-WAS,2016-02-11,"1,80","2,00"
OKC-NOP,2016-02-11,"1,08","7,50"
CLE-CHI,2016-02-18,"1,07","8,00"
LAC-SAS,2016-02-18,"2,55","1,50"
WAS-UTA,2016-02-18,"2,05","1,75"
ATL-MIA,2016-02-19,"1,17","4,80"
BRK-NYK,2016-02-19,"2,55","1,50"
CHI-TOR,2016-02-19,"3,40","1,30"
LAL-SAS,2016-02-19,"4,70","1,15"
MEM-MIN,2016-02-19,"1,50","2,55"
MIL-CHO,2016-02-19,"2,00","1,80"
NOP-PHI,2016-02-19,"1,22","4,20"
OKC-IND,2016-02-19,"1,22","4,20"
ORL-DAL,2016-02-19,"1,85","1,95"
PHO-HOU,2016-02-19,"3,80","1,25"
POR-GSW,2016-02-19,"4,20","1,22"
SAC-DEN,2016-02-19,"1,55","2,40"
UTA-BOS,2016-02-19,"1,90","1,90"
WAS-DET,2016-02-19,"1,75","2,05"
ATL-MIL,2016-02-20,"1,22","4,20"
LAC-GSW,2016-02-20,"2,55","1,50"
MIA-WAS,2016-02-20,"2,00","1,80"
MIN-NYK,2016-02-20,"1,70","2,10"
BRK-CHO,2016-02-21,"3,60","1,28"
CHI-LAL,2016-02-21,"1,28","3,60"
DAL-PHI,2016-02-21,"1,17","4,80"
DEN-BOS,2016-02-21,"2,30","1,60"
DET-NOP,2016-02-21,"1,45","2,70"
OKC-CLE,2016-02-21,"1,60","2,30"
ORL-IND,2016-02-21,"2,00","1,80"
PHO-SAS,2016-02-21,12,"1,02"
POR-UTA,2016-02-21,"1,65","2,20"
TOR-MEM,2016-02-21,"1,27","3,70"
ATL-GSW,2016-02-22,"3,10","1,35"
CLE-DET,2016-02-22,"1,17","4,80"
LAC-PHO,2016-02-22,"1,01",15
MIA-IND,2016-02-22,"1,70","2,10"
MIL-LAL,2016-02-22,"1,18","4,70"
MIN-BOS,2016-02-22,"2,55","1,50"
NYK-TOR,2016-02-22,"2,30","1,60"
DEN-SAC,2016-02-23,"1,70","2,10"
PHI-ORL,2016-02-23,"2,90","1,40"
POR-BRK,2016-02-23,"1,10","6,50"
UTA-HOU,2016-02-23,"1,55","2,40"
WAS-NOP,2016-02-23,"1,50","2,55"
CHI-WAS,2016-02-24,"1,95","1,85"
CLE-CHO,2016-02-24,"1,22","4,20"
DAL-OKC,2016-02-24,"2,70","1,45"
DET-PHI,2016-02-24,"1,12","6,00"
IND-NYK,2016-02-24,"1,32","3,30"
LAC-DEN,2016-02-24,"1,12","6,00"
MEM-LAL,2016-02-24,"1,20","4,50"
MIA-GSW,2016-02-24,"4,70","1,18"
SAC-SAS,2016-02-24,"3,80","1,25"
TOR-MIN,2016-02-24,"1,17","4,80"
BOS-MIL,2016-02-25,"1,25","3,80"
NOP-OKC,2016-02-25,"2,90","1,40"
ORL-GSW,2016-02-25,"3,80","1,25"
PHO-BRK,2016-02-25,"1,85","1,95"
POR-HOU,2016-02-25,"1,55","2,40"
UTA-SAS,2016-02-25,"2,30","1,60"
ATL-CHI,2016-02-26,"1,27","3,70"
DAL-DEN,2016-02-26,"1,40","2,90"
IND-CHO,2016-02-26,"1,55","2,40"
LAL-MEM,2016-02-26,"2,80","1,42"
NYK-ORL,2016-02-26,"1,70","2,10"
PHI-WAS,2016-02-26,"4,10","1,22"
SAC-LAC,2016-02-26,"2,55","1,50"
TOR-CLE,2016-02-26,"2,10","1,70"
BOS-MIA,2016-02-27,"1,40","2,90"
CHI-POR,2016-02-27,"2,70","1,45"
HOU-SAS,2016-02-27,"2,90","1,40"
MIL-DET,2016-02-27,"1,90","1,90"
NOP-MIN,2016-02-27,"1,65","2,20"
OKC-GSW,2016-02-27,"2,40","1,55"
PHO-MEM,2016-02-27,"3,10","1,35"
UTA-BRK,2016-02-27,"1,10","6,50"
ATL-CHO,2016-02-28,"1,50","2,55"
DAL-MIN,2016-02-28,"1,27","3,70"
DET-TOR,2016-02-28,"1,85","1,95"
IND-POR,2016-02-28,"1,40","2,90"
NYK-MIA,2016-02-28,"2,05","1,75"
ORL-PHI,2016-02-28,"1,17","4,80"
WAS-CLE,2016-02-28,"2,20","1,65"
BOS-UTA,2016-02-29,"1,45","2,70"
CLE-IND,2016-02-29,"1,22","4,10"
DEN-MEM,2016-02-29,"2,00","1,80"
LAC-BRK,2016-02-29,"1,07","8,00"
MIL-HOU,2016-02-29,"2,30","1,60"
SAC-OKC,2016-02-29,"4,80","1,18"
WAS-PHI,2016-02-29,"1,05","9,50"
CHO-PHO,2016-03-01,"1,07","8,00"
DAL-ORL,2016-03-01,"1,45","2,70"
GSW-ATL,2016-03-01,"1,37","3,00"
LAL-BRK,2016-03-01,"1,90","1,90"
MIA-CHI,2016-03-01,"1,40","2,90"
NYK-POR,2016-03-01,"2,55","1,50"
BOS-POR,2016-03-02,"1,40","2,90"
DEN-LAL,2016-03-02,"1,22","4,10"
HOU-NOP,2016-03-02,"1,40","2,90"
LAC-OKC,2016-03-02,"1,95","1,85"
MEM-SAC,2016-03-02,"1,60","2,30"
MIL-IND,2016-03-02,"2,10","1,70"
MIN-WAS,2016-03-02,"2,20","1,65"
ORL-CHI,2016-03-02,"1,55","2,40"
PHI-CHO,2016-03-02,"5,20","1,15"
SAS-DET,2016-03-02,"1,12","6,00"
TOR-UTA,2016-03-02,"1,45","2,70"
DAL-SAC,2016-03-03,"1,30","3,40"
GSW-OKC,2016-03-03,"1,25","3,80"
MIA-PHO,2016-03-03,"1,05","9,00"
NOP-SAS,2016-03-03,"4,80","1,18"
BOS-NYK,2016-03-04,"1,15","5,30"
CHO-IND,2016-03-04,"1,60","2,30"
CLE-WAS,2016-03-04,"1,22","4,10"
DEN-BRK,2016-03-04,"1,45","2,70"
LAL-ATL,2016-03-04,"5,90","1,12"
MEM-UTA,2016-03-04,"1,95","1,85"
MIL-MIN,2016-03-04,"1,45","2,70"
ORL-PHO,2016-03-04,"1,06","8,50"
PHI-MIA,2016-03-04,"4,80","1,17"
TOR-POR,2016-03-04,"1,35","3,10"
CHI-HOU,2016-03-05,"1,85","1,95"
CLE-BOS,2016-03-05,"1,25","3,50"
LAC-ATL,2016-03-05,"1,40","2,90"
MIN-BRK,2016-03-05,"1,22","3,80"
NOP-UTA,2016-03-05,"1,75","2,05"
NYK-DET,2016-03-05,"3,20","1,30"
SAS-SAC,2016-03-05,"1,08","6,50"
WAS-IND,2016-03-05,"1,70","2,10"
DEN-DAL,2016-03-06,"2,40","1,55"
DET-POR,2016-03-06,"1,95","1,85"
LAL-GSW,2016-03-06,13,"1,00"
MEM-PHO,2016-03-06,"1,15","5,20"
MIA-PHI,2016-03-06,"1,03",11
MIL-OKC,2016-03-06,"3,70","1,27"
TOR-HOU,2016-03-06,"1,27","3,70"
CHI-MIL,2016-03-07,"1,40","2,90"
CHO-MIN,2016-03-07,"1,18","4,70"
CLE-MEM,2016-03-07,"1,03",11
DAL-LAC,2016-03-07,"2,70","1,45"
GSW-ORL,2016-03-07,"1,05","9,00"
IND-SAS,2016-03-07,"3,10","1,35"
NOP-SAC,2016-03-07,"2,10","1,75"
DEN-NYK,2016-03-08,"1,80","1,90"
LAL-ORL,2016-03-08,"2,40","1,55"
MIN-SAS,2016-03-08,"4,80","1,17"
POR-WAS,2016-03-08,"1,40","2,90"
TOR-BRK,2016-03-08,"1,08","7,50"
UTA-ATL,2016-03-08,"1,70","2,10"
BOS-MEM,2016-03-09,"1,12","6,00"
CHO-NOP,2016-03-09,"1,20","4,40"
DAL-DET,2016-03-09,"1,70","2,10"
GSW-UTA,2016-03-09,"1,05","9,00"
MIL-MIA,2016-03-09,"2,30","1,60"
OKC-LAC,2016-03-09,"1,40","2,90"
PHI-HOU,2016-03-09,"4,80","1,17"
PHO-NYK,2016-03-09,"1,75","2,05"
SAC-CLE,2016-03-09,"3,30","1,32"
DEN-PHO,2016-03-10,"1,20","4,40"
LAL-CLE,2016-03-10,"5,10","1,16"
SAS-CHI,2016-03-10,"1,03",11
TOR-ATL,2016-03-10,"1,55","2,40"
BOS-HOU,2016-03-11,"1,45","2,70"
CHI-MIA,2016-03-11,"2,30","1,60"
CHO-DET,2016-03-11,"1,55","2,40"
GSW-POR,2016-03-11,"1,05","9,00"
LAC-NYK,2016-03-11,"1,15","5,20"
MEM-NOP,2016-03-11,"2,20","1,65"
OKC-MIN,2016-03-11,"1,07","8,00"
PHI-BRK,2016-03-11,"2,10","1,70"
SAC-ORL,2016-03-11,"1,85","1,95"
UTA-WAS,2016-03-11,"1,50","2,55"
ATL-MEM,2016-03-12,"1,05","9,00"
CHO-HOU,2016-03-12,"1,42","2,80"
DAL-IND,2016-03-12,"1,85","1,95"
DEN-WAS,2016-03-12,"1,85","1,95"
GSW-PHO,2016-03-12,"1,01",15
MIL-NOP,2016-03-12,"1,35","3,10"
PHI-DET,2016-03-12,"6,00","1,12"
POR-ORL,2016-03-12,"1,22","4,20"
SAS-OKC,2016-03-12,"1,22","4,20"
TOR-MIA,2016-03-12,"1,35","3,10"
ATL-IND,2016-03-13,"1,45","2,70"
BRK-MIL,2016-03-13,"2,05","1,75"
LAC-CLE,2016-03-13,"2,05","1,75"
LAL-NYK,2016-03-13,"2,10","1,70"
SAC-UTA,2016-03-13,"1,95","1,85"
CHO-DAL,2016-03-14,"1,40","2,90"
GSW-NOP,2016-03-14,"1,02",12
HOU-MEM,2016-03-14,"1,10","6,80"
MIA-DEN,2016-03-14,"1,27","3,40"
OKC-POR,2016-03-14,"1,27","3,70"
PHO-MIN,2016-03-14,"1,90","1,90"
TOR-CHI,2016-03-14,"1,17","4,80"
UTA-CLE,2016-03-14,"3,10","1,35"
WAS-DET,2016-03-14,"1,75","1,95"
BRK-PHI,2016-03-15,"1,30","3,40"
IND-BOS,2016-03-15,"1,65","2,20"
LAL-SAC,2016-03-15,"2,70","1,45"
MIL-TOR,2016-03-15,"2,10","1,70"
ORL-DEN,2016-03-15,"1,60","2,30"
SAS-LAC,2016-03-15,"1,18","4,60"
BOS-OKC,2016-03-16,"2,60","1,47"
CHO-ORL,2016-03-16,"1,17","4,80"
CLE-DAL,2016-03-16,"1,35","3,10"
DET-ATL,2016-03-16,"1,85","1,95"
GSW-NYK,2016-03-16,"1,03",11
HOU-LAC,2016-03-16,"1,55","2,40"
MEM-MIN,2016-03-16,"2,30","1,60"
SAC-NOP,2016-03-16,"1,65","2,20"
WAS-CHI,2016-03-16,"1,45","2,70"
ATL-DEN,2016-03-17,"1,25","3,80"
CHI-BRK,2016-03-17,"1,35","3,10"
IND-TOR,2016-03-17,"1,80","2,00"
MIA-CHO,2016-03-17,"1,55","2,40"
MIL-MEM,2016-03-17,"1,13","5,80"
PHI-WAS,2016-03-17,"4,50","1,20"
SAS-POR,2016-03-17,"1,10","6,50"
UTA-PHO,2016-03-17,"1,20","4,30"
DAL-GSW,2016-03-18,"4,70","1,18"
DET-SAC,2016-03-18,"1,32","3,30"
HOU-MIN,2016-03-18,"1,20","4,50"
LAL-PHO,2016-03-18,"1,55","2,40"
NOP-POR,2016-03-18,"2,10","1,70"
ORL-CLE,2016-03-18,"4,80","1,17"
PHI-OKC,2016-03-18,15,"1,01"
TOR-BOS,2016-03-18,"1,80","2,00"
ATL-HOU,2016-03-19,"1,30","3,40"
CHI-UTA,2016-03-19,"1,90","1,90"
CHO-DEN,2016-03-19,"1,17","4,80"
DET-BRK,2016-03-19,"1,22","4,20"
IND-OKC,2016-03-19,"2,30","1,60"
MEM-LAC,2016-03-19,"5,20","1,15"
MIA-CLE,2016-03-19,"2,40","1,55"
SAS-GSW,2016-03-19,"1,50","2,55"
WAS-NYK,2016-03-19,"1,25","3,80"
DAL-POR,2016-03-20,"2,00","1,80"
MIL-UTA,2016-03-20,"2,00","1,80"
NOP-LAC,2016-03-20,"5,20","1,15"
NYK-SAC,2016-03-20,"2,70","1,45"
PHI-BOS,2016-03-20,"7,50","1,08"
TOR-ORL,2016-03-20,"1,17","5,00"
ATL-WAS,2016-03-21,"1,27","3,60"
BOS-ORL,2016-03-21,"1,22","4,20"
CHI-SAC,2016-03-21,"1,25","3,80"
CHO-SAS,2016-03-21,"3,10","1,35"
CLE-DEN,2016-03-21,"1,07","8,00"
DET-MIL,2016-03-21,"1,30","3,40"
IND-PHI,2016-03-21,"1,02",12
MIN-GSW,2016-03-21,"7,50","1,08"
PHO-MEM,2016-03-21,"2,20","1,65"
BRK-CHO,2016-03-22,"2,90","1,40"
LAL-MEM,2016-03-22,"2,30","1,60"
NOP-MIA,2016-03-22,"4,80","1,17"
OKC-HOU,2016-03-22,"1,20","4,50"
BOS-TOR,2016-03-23,"1,90","1,90"
CHI-NYK,2016-03-23,"1,20","4,40"
CLE-MIL,2016-03-23,"1,10","6,50"
DEN-PHI,2016-03-23,"1,20","4,00"
DET-ORL,2016-03-23,"1,35","3,10"
GSW-LAC,2016-03-23,"1,15","5,20"
HOU-UTA,2016-03-23,"1,80","2,00"
MIN-SAC,2016-03-23,"1,50","2,55"
PHO-LAL,2016-03-23,"1,40","2,90"
POR-DAL,2016-03-23,"1,37","3,00"
SAS-MIA,2016-03-23,"1,12","6,00"
WAS-ATL,2016-03-23,"1,85","1,95"
BRK-CLE,2016-03-24,"5,40","1,14"
IND-NOP,2016-03-24,"1,03",11
LAC-POR,2016-03-24,"1,37","3,00"
NYK-CHI,2016-03-24,"2,40","1,55"
OKC-UTA,2016-03-24,"1,17","4,80"
ATL-MIL,2016-03-25,"1,22","4,20"
DET-CHO,2016-03-25,"1,70","2,10"
GSW-DAL,2016-03-25,"1,02",12
HOU-TOR,2016-03-25,"1,95","1,85"
LAL-DEN,2016-03-25,"2,40","1,55"
MIA-ORL,2016-03-25,"1,12","6,00"
SAC-PHO,2016-03-25,"1,30","3,40"
SAS-MEM,2016-03-25,"1,05","9,00"
WAS-MIN,2016-03-25,"1,22","4,20"
BRK-IND,2016-03-26,"2,90","1,40"
DET-ATL,2016-03-26,"1,85","1,95"
MIL-CHO,2016-03-26,"2,30","1,60"
MIN-UTA,2016-03-26,"3,70","1,27"
NOP-TOR,2016-03-26,"5,70","1,13"
NYK-CLE,2016-03-26,"3,80","1,25"
OKC-SAS,2016-03-26,"1,10","6,50"
ORL-CHI,2016-03-26,"3,40","1,30"
PHO-BOS,2016-03-26,"4,00","1,20"
POR-PHI,2016-03-26,"1,03","9,00"
GSW-PHI,2016-03-27,"1,00",15
IND-HOU,2016-03-27,"1,85","1,95"
LAC-DEN,2016-03-27,"1,20","4,40"
LAL-WAS,2016-03-27,"4,20","1,22"
SAC-DAL,2016-03-27,"1,75","2,05"
CHI-ATL,2016-03-28,"2,30","1,60"
DEN-DAL,2016-03-28,"1,75","2,10"
LAC-BOS,2016-03-28,"1,55","2,40"
MEM-SAS,2016-03-28,"2,60","1,42"
MIA-BRK,2016-03-28,"1,20","4,50"
MIN-PHO,2016-03-28,"1,35","3,10"
NOP-NYK,2016-03-28,"2,60","1,42"
POR-SAC,2016-03-28,"1,08","7,50"
TOR-OKC,2016-03-28,"2,30","1,60"
UTA-LAL,2016-03-28,"1,05","9,00"
CLE-HOU,2016-03-29,"1,75","2,05"
DET-OKC,2016-03-29,"1,75","2,10"
GSW-WAS,2016-03-29,"1,07","8,00"
IND-CHI,2016-03-29,"1,30","3,40"
ORL-BRK,2016-03-29,"1,25","3,80"
PHI-CHO,2016-03-29,"6,50","1,10"
DAL-NYK,2016-03-30,"1,35","3,10"
LAL-MIA,2016-03-30,"6,70","1,10"
MEM-DEN,2016-03-30,"1,65","2,20"
MIL-PHO,2016-03-30,"1,28","3,60"
MIN-LAC,2016-03-30,"2,90","1,40"
SAC-WAS,2016-03-30,"2,00","1,77"
SAS-NOP,2016-03-30,"1,01",15
TOR-ATL,2016-03-30,"1,90","1,90"
UTA-GSW,2016-03-30,"2,50","1,50"
CLE-BRK,2016-03-31,"1,02",12
HOU-CHI,2016-03-31,"1,37","3,00"
IND-ORL,2016-03-31,"1,35","3,10"
NOP-DEN,2016-03-31,"3,40","1,30"
OKC-LAC,2016-03-31,"1,02",12
POR-BOS,2016-03-31,"1,60","2,30"
ATL-CLE,2016-04-01,"1,70","2,10"
CHO-PHI,2016-04-01,"1,04",10
DET-DAL,2016-04-01,"1,40","2,90"
