ast,blk,drb,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,mp,orb,pf,plus_minus,pts,stl,tov,trb
2,0,10,5,4,.444,9,.313,16,3,1.000,3,36:18,3,2,+5,17,0,4,13
4,0,3,10,3,.333,9,.385,26,9,1.000,9,35:40,0,1,-3,32,2,0,3
6,0,9,14,0,.000,1,.700,20,8,.800,10,35:17,0,2,+20,36,3,5,9
2,2,7,3,0,,0,1.000,3,4,.308,13,30:24,2,5,+19,10,3,2,9
1,0,3,2,1,.333,3,.500,4,0,,0,17:49,0,1,+17,5,1,0,3
2,0,1,2,0,.000,1,.667,3,4,1.000,4,29:55,0,1,-12,8,1,0,1
0,1,5,2,1,.250,4,.333,6,0,,0,24:43,0,3,-5,5,4,0,5
1,0,1,0,0,.000,2,.000,3,2,1.000,2,15:20,0,0,-16,2,0,1,1
1,0,1,0,0,.000,3,.000,5,1,.500,2,10:18,0,1,+8,1,0,0,1
0,0,1,0,0,.000,1,.000,2,0,,0,4:16,0,0,+7,0,0,0,1
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
