ast,blk,date_game,drb,fg,fg3,fg3a,fga,ft,fta,game_location,game_result,game_start_time,game_streak,losses,opp_name,opp_pts,orb,overtimes,pf,plus_minus,pts,stl,tov,trb,wins
25.0,6.0,"Wed, Oct 18, 2017",37.0,43.0,15.0,35.0,93.0,14.0,19.0,@,L,7:00p,L 1,1,Washington Wizards,120,11.0,,28.0,-25.0,115,6.0,17.0,48.0,0
20.0,4.0,"Fri, Oct 20, 2017",33.0,35.0,10.0,32.0,92.0,12.0,16.0,,L,7:00p,L 2,2,Boston Celtics,102,14.0,,30.0,-50.0,92,7.0,16.0,47.0,0
18.0,4.0,"Sat, Oct 21, 2017",33.0,32.0,8.0,24.0,82.0,22.0,36.0,@,L,7:30p,L 3,3,Toronto Raptors,128,8.0,,26.0,-170.0,94,5.0,20.0,41.0,0
25.0,0.0,"Mon, Oct 23, 2017",41.0,35.0,9.0,24.0,75.0,18.0,24.0,@,W,7:00p,W 1,3,Detroit Pistons,86,8.0,,24.0,55.0,97,11.0,21.0,49.0,1
29.0,7.0,"Wed, Oct 25, 2017",31.0,43.0,12.0,36.0,97.0,6.0,10.0,,L,7:00p,L 1,4,Houston Rockets,105,12.0,,19.0,-5.0,104,14.0,14.0,43.0,1
25.0,1.0,"Sat, Oct 28, 2017",31.0,43.0,16.0,35.0,87.0,10.0,14.0,@,W,8:30p,W 1,4,Dallas Mavericks,110,11.0,,21.0,10.0,112,10.0,13.0,42.0,2
27.0,4.0,"Mon, Oct 30, 2017",41.0,44.0,10.0,24.0,80.0,17.0,24.0,@,W,8:00p,W 2,4,Houston Rockets,107,7.0,,31.0,40.0,115,10.0,19.0,48.0,3
36.0,4.0,"Wed, Nov 1, 2017",38.0,46.0,13.0,35.0,99.0,14.0,25.0,,W,7:00p,W 3,4,Atlanta Hawks,109,15.0,,26.0,50.0,119,10.0,16.0,53.0,4
34.0,9.0,"Fri, Nov 3, 2017",38.0,46.0,18.0,36.0,92.0,11.0,14.0,,W,7:00p,W 4,4,Indiana Pacers,110,12.0,,20.0,55.0,121,7.0,18.0,50.0,5
23.0,6.0,"Tue, Nov 7, 2017",48.0,34.0,12.0,27.0,81.0,24.0,30.0,@,W,9:00p,W 5,4,Utah Jazz,97,8.0,,34.0,35.0,104,5.0,22.0,56.0,6
