ast,blk,drb,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,mp,orb,pf,plus_minus,pts,stl,tov,trb
2,1,8,8,1,1.000,1,.615,13,3,.750,4,39:06,0,2,+1,20,0,1,8
1,0,5,4,0,.000,5,.333,12,6,.857,7,34:36,0,4,+29,14,0,1,5
1,0,3,10,4,.500,8,.714,14,2,1.000,2,30:42,0,1,+12,26,0,1,3
10,0,3,6,2,1.000,2,.857,7,0,,0,29:06,0,1,+12,14,1,1,3
4,1,1,1,0,,0,1.000,1,0,.000,2,11:42,1,4,+8,2,0,0,2
6,0,7,6,0,,0,.857,7,1,1.000,1,25:29,1,2,+8,13,0,4,8
1,0,3,2,2,.667,3,.500,4,0,,0,23:24,0,3,-7,6,0,0,3
3,0,2,3,2,.500,4,.600,5,0,,0,18:54,0,4,-2,8,0,4,2
1,1,5,3,2,.400,5,.500,6,0,,0,16:12,0,3,-5,8,0,1,5
2,0,2,3,1,.500,2,.600,5,0,.000,1,10:49,1,2,-6,7,0,1,3
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
