ast,blk,drb,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,mp,orb,pf,plus_minus,pts,stl,tov,trb
2,0,4,4,3,.600,5,.400,10,0,,0,40:09,0,3,-10,11,0,1,4
1,0,3,8,2,.667,3,.471,17,2,1.000,2,38:09,1,2,0,20,0,2,4
2,0,2,7,3,.600,5,.700,10,1,.500,2,30:06,0,1,+6,18,2,1,2
9,0,6,5,1,.200,5,.455,11,0,,0,30:06,0,3,+6,11,1,4,6
2,0,10,3,0,.000,3,.333,9,4,.667,6,27:07,0,2,-4,10,1,0,10
1,0,2,1,0,,0,.500,2,1,.500,2,18:39,3,5,+1,3,0,1,5
6,0,1,5,2,.500,4,.625,8,0,,0,17:54,0,1,-5,12,0,1,1
3,2,0,1,0,.000,2,.143,7,6,1.000,6,17:54,2,2,-5,8,1,2,2
1,0,1,3,0,.000,1,.750,4,0,,0,12:05,0,0,+5,6,0,0,1
0,0,1,0,0,,0,,0,0,,0,7:51,0,2,+11,0,0,0,1
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
