date_game,game_location,game_result,game_start_time,game_streak,losses,opp_name,opp_pts,overtimes,pts,wins
"Wed, Oct 29, 2014",,W,7:00p,W 1,0,Milwaukee Bucks,106,OT,108,1
"Sat, Nov 1, 2014",,L,7:00p,L 1,1,Memphis Grizzlies,71,,69,1
"Sun, Nov 2, 2014",@,L,7:30p,L 2,2,New York Knicks,96,,93,1
"Tue, Nov 4, 2014",@,L,8:00p,L 3,3,New Orleans Pelicans,100,,91,1
"Wed, Nov 5, 2014",,W,7:00p,W 1,3,Miami Heat,89,,96,2
"Fri, Nov 7, 2014",,W,7:00p,W 2,3,Atlanta Hawks,119,2OT,122,3
"Sun, Nov 9, 2014",@,L,9:30p,L 1,4,Los Angeles Lakers,107,,92,3
"Tue, Nov 11, 2014",@,L,10:00p,L 2,5,Portland Trail Blazers,102,,100,3
"Fri, Nov 14, 2014",@,W,9:00p,W 1,5,Phoenix Suns,95,,103,4
"Sat, Nov 15, 2014",@,L,10:30p,L 1,6,Golden State Warriors,112,,87,4
"Mon, Nov 17, 2014",,L,7:00p,L 2,7,Dallas Mavericks,107,,80,4
"Wed, Nov 19, 2014",@,L,7:00p,L 3,8,Indiana Pacers,88,,86,4
"Fri, Nov 21, 2014",,L,7:00p,L 4,9,Orlando Magic,105,,100,4
"Sun, Nov 23, 2014",@,L,6:00p,L 5,10,Miami Heat,94,,93,4
"Mon, Nov 24, 2014",,L,7:00p,L 6,11,Los Angeles Clippers,113,,92,4
"Wed, Nov 26, 2014",,L,7:00p,L 7,12,Portland Trail Blazers,105,,97,4
"Fri, Nov 28, 2014",,L,7:00p,L 8,13,Golden State Warriors,106,,101,4
"Sat, Nov 29, 2014",@,L,7:30p,L 9,14,Atlanta Hawks,105,,75,4
"Wed, Dec 3, 2014",,L,7:00p,L 10,15,Chicago Bulls,102,,95,4
"Fri, Dec 5, 2014",,W,7:00p,W 1,15,New York Knicks,102,,103,5
"Wed, Dec 10, 2014",,W,7:00p,W 2,15,Boston Celtics,87,,96,6
"Fri, Dec 12, 2014",@,L,8:00p,L 1,16,Memphis Grizzlies,113,2OT,107,6
"Sat, Dec 13, 2014",,L,7:00p,L 2,17,Brooklyn Nets,114,,87,6
"Mon, Dec 15, 2014",@,L,7:00p,L 3,18,Cleveland Cavaliers,97,,88,6
"Wed, Dec 17, 2014",,L,7:00p,L 4,19,Phoenix Suns,111,,106,6
"Fri, Dec 19, 2014",@,W,7:00p,W 1,19,Philadelphia 76ers,91,,109,7
"Sat, Dec 20, 2014",,W,7:00p,W 2,19,Utah Jazz,86,,104,8
"Mon, Dec 22, 2014",,W,7:00p,W 3,19,Denver Nuggets,82,,110,9
"Tue, Dec 23, 2014",@,W,8:00p,W 4,19,Milwaukee Bucks,101,,108,10
"Fri, Dec 26, 2014",@,L,8:00p,L 1,20,Oklahoma City Thunder,98,,75,10
"Sat, Dec 27, 2014",,L,7:00p,L 2,21,Orlando Magic,102,,94,10
"Mon, Dec 29, 2014",,L,7:00p,L 3,22,Milwaukee Bucks,104,OT,94,10
"Wed, Dec 31, 2014",@,L,7:00p,L 4,23,Houston Rockets,102,,83,10
"Fri, Jan 2, 2015",,L,7:00p,L 5,24,Cleveland Cavaliers,91,,87,10
"Sat, Jan 3, 2015",@,W,7:00p,W 1,24,Orlando Magic,90,,98,11
"Mon, Jan 5, 2015",@,W,7:30p,W 2,24,Boston Celtics,95,,104,12
"Wed, Jan 7, 2015",,W,7:00p,W 3,24,New Orleans Pelicans,94,,98,13
"Thu, Jan 8, 2015",@,W,7:30p,W 4,24,Toronto Raptors,95,,103,14
"Sat, Jan 10, 2015",@,W,1:00p,W 5,24,New York Knicks,82,,110,15
"Wed, Jan 14, 2015",,L,7:00p,L 1,25,San Antonio Spurs,98,,93,15
"Sat, Jan 17, 2015",,W,7:00p,W 1,25,Indiana Pacers,71,OT,80,16
"Mon, Jan 19, 2015",,W,2:00p,W 2,25,Minnesota Timberwolves,80,,105,17
"Wed, Jan 21, 2015",,W,7:00p,W 3,25,Miami Heat,76,,78,18
"Fri, Jan 23, 2015",@,L,7:30p,L 1,26,Cleveland Cavaliers,129,,90,18
"Sat, Jan 24, 2015",,W,7:00p,W 1,26,New York Knicks,71,,76,19
"Wed, Jan 28, 2015",@,L,8:30p,L 1,27,San Antonio Spurs,95,,86,19
"Sat, Jan 31, 2015",@,W,9:00p,W 1,27,Denver Nuggets,86,,104,20
"Mon, Feb 2, 2015",@,W,7:00p,W 2,27,Washington Wizards,88,,92,21
"Thu, Feb 5, 2015",,W,7:00p,W 3,27,Washington Wizards,87,,94,22
"Sat, Feb 7, 2015",@,L,7:30p,L 1,28,Philadelphia 76ers,89,,81,22
"Sun, Feb 8, 2015",,L,6:00p,L 2,29,Indiana Pacers,103,,102,22
"Tue, Feb 10, 2015",,L,7:00p,L 3,30,Detroit Pistons,106,,78,22
"Sat, Feb 21, 2015",,L,7:00p,L 4,31,Oklahoma City Thunder,110,,103,22
"Sun, Feb 22, 2015",@,L,7:30p,L 5,32,Dallas Mavericks,92,,81,22
"Wed, Feb 25, 2015",@,W,8:00p,W 1,32,Chicago Bulls,86,,98,23
"Fri, Feb 27, 2015",@,L,7:30p,L 1,33,Boston Celtics,106,,98,23
"Sun, Mar 1, 2015",@,W,6:00p,W 1,33,Orlando Magic,83,,98,24
"Tue, Mar 3, 2015",,W,7:00p,W 2,33,Los Angeles Lakers,103,,104,25
"Wed, Mar 4, 2015",@,W,7:30p,W 3,33,Brooklyn Nets,91,,115,26
"Fri, Mar 6, 2015",,W,7:00p,W 4,33,Toronto Raptors,94,,103,27
"Sun, Mar 8, 2015",@,W,6:00p,W 5,33,Detroit Pistons,101,,108,28
"Mon, Mar 9, 2015",,L,7:00p,L 1,34,Washington Wizards,95,,69,28
