date_game,game_location,game_result,game_start_time,game_streak,losses,opp_name,opp_pts,overtimes,pts,wins
"Tue, Oct 30, 2012",@,L,8:00p,L 1,1,Miami Heat,120,,107,0
"Fri, Nov 2, 2012",,L,7:30p,L 2,2,Milwaukee Bucks,99,,88,0
"Sat, Nov 3, 2012",@,W,7:00p,W 1,2,Washington Wizards,86,,89,1
"Wed, Nov 7, 2012",,W,7:30p,W 2,2,Washington Wizards,94,OT,100,2
"Fri, Nov 9, 2012",,L,7:30p,L 1,3,Philadelphia 76ers,106,,100,2
"Sat, Nov 10, 2012",@,W,8:30p,W 1,3,Milwaukee Bucks,92,,96,3
"Mon, Nov 12, 2012",@,W,8:00p,W 2,3,Chicago Bulls,95,,101,4
"Wed, Nov 14, 2012",,W,7:30p,W 3,3,Utah Jazz,93,,98,5
"Thu, Nov 15, 2012",@,L,8:00p,L 1,4,Brooklyn Nets,102,,97,5
"Sat, Nov 17, 2012",,W,12:30p,W 1,4,Toronto Raptors,89,,107,6
"Sun, Nov 18, 2012",@,L,7:30p,L 1,5,Detroit Pistons,103,,83,6
"Wed, Nov 21, 2012",,L,7:30p,L 2,6,San Antonio Spurs,112,,100,6
"Fri, Nov 23, 2012",,W,7:30p,W 1,6,Oklahoma City Thunder,100,,108,7
"Sun, Nov 25, 2012",@,W,6:00p,W 2,6,Orlando Magic,110,OT,116,8
"Wed, Nov 28, 2012",,L,7:30p,L 1,7,Brooklyn Nets,95,,83,8
"Fri, Nov 30, 2012",,W,7:30p,W 1,7,Portland Trail Blazers,78,,96,9
"Sat, Dec 1, 2012",@,L,8:30p,L 1,8,Milwaukee Bucks,91,,88,9
"Wed, Dec 5, 2012",,W,7:30p,W 1,8,Minnesota Timberwolves,94,,104,10
"Fri, Dec 7, 2012",@,L,7:00p,L 1,9,Philadelphia 76ers,95,OT,94,10
"Sat, Dec 8, 2012",,W,7:30p,W 1,9,Philadelphia 76ers,79,,92,11
"Wed, Dec 12, 2012",,W,8:00p,W 2,9,Dallas Mavericks,115,2OT,117,12
"Fri, Dec 14, 2012",@,L,8:00p,L 1,10,Houston Rockets,101,,89,12
"Sat, Dec 15, 2012",@,L,8:30p,L 2,11,San Antonio Spurs,103,,88,12
"Tue, Dec 18, 2012",@,L,8:00p,L 3,12,Chicago Bulls,100,,89,12
"Wed, Dec 19, 2012",,W,7:30p,W 1,12,Cleveland Cavaliers,91,,103,13
