ast,blk,drb,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,mp,orb,pf,plus_minus,pts,stl,tov,trb
0,2,12,13,0,,0,.650,20,2,.667,3,51:54,2,4,+5,28,4,1,14
2,0,2,9,4,.571,7,.643,14,4,.800,5,48:28,2,1,+1,26,4,3,4
3,0,0,13,2,.333,6,.500,26,3,.750,4,46:50,1,4,+2,31,2,2,1
5,0,4,5,0,.000,4,.294,17,0,,0,46:17,1,2,+11,10,1,0,5
1,0,0,0,0,,0,,0,0,,0,6:15,0,1,-1,0,0,0,0
3,1,9,7,0,.000,5,.438,16,0,,0,38:07,0,1,+3,14,1,2,9
2,0,5,2,1,.500,2,.667,3,0,,0,25:21,0,1,-11,5,1,1,5
3,0,2,4,1,1.000,1,.667,6,0,,0,20:42,0,2,-1,9,1,0,2
0,0,1,1,0,,0,.333,3,0,,0,6:06,0,0,-4,2,0,0,1
0,0,0,0,0,,0,,0,0,,0,0:00,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
