games,date_game,odd_home_team,odd_away_team
TOR-HOU,2017-01-08,"2,10","1,70"
CHI-OKC,2017-01-09,"1,95","1,85"
MIN-DAL,2017-01-09,"1,50","2,55"
NYK-NOP,2017-01-09,"1,55","2,40"
BRK-ATL,2017-01-10,"4,10","1,22"
GSW-MIA,2017-01-10,"1,03",11
HOU-CHO,2017-01-10,"1,18","4,60"
LAL-POR,2017-01-10,"2,10","1,70"
SAC-DET,2017-01-10,"1,65","2,20"
SAS-MIL,2017-01-10,"1,16","5,00"
TOR-BOS,2017-01-10,"1,42","2,80"
UTA-CLE,2017-01-10,"2,05","1,75"
WAS-CHI,2017-01-10,"1,11","6,50"
BOS-WAS,2017-01-11,"1,40","2,90"
LAC-ORL,2017-01-11,"1,15","5,20"
MIN-HOU,2017-01-11,"2,40","1,55"
OKC-MEM,2017-01-11,"1,50","2,55"
PHI-NYK,2017-01-11,"2,00","1,80"
POR-CLE,2017-01-11,"2,70","1,45"
BRK-NOP,2017-01-12,"1,85","1,95"
DEN-IND,2017-01-12,"2,55","1,50"
GSW-DET,2017-01-12,"1,05","9,00"
NYK-CHI,2017-01-12,"1,60","2,30"
PHO-DAL,2017-01-12,"2,00","1,80"
SAS-LAL,2017-01-12,"1,05","9,00"
ATL-BOS,2017-01-13,"1,60","2,30"
HOU-MEM,2017-01-13,"1,27","3,70"
MIL-MIA,2017-01-13,"1,30","3,40"
MIN-OKC,2017-01-13,"2,10","1,70"
PHI-CHO,2017-01-13,"2,90","1,40"
POR-ORL,2017-01-13,"1,27","3,70"
SAC-CLE,2017-01-13,"3,10","1,35"
TOR-BRK,2017-01-13,"1,03",11
UTA-DET,2017-01-13,"1,13","5,70"
CHI-NOP,2017-01-14,"1,55","2,40"
LAC-LAL,2017-01-14,"1,12","6,00"
PHO-SAS,2017-01-14,"7,50","1,08"
UTA-ORL,2017-01-14,"1,10","6,50"
WAS-PHI,2017-01-14,"1,15","5,20"
ATL-MIL,2017-01-15,"1,55","2,40"
BRK-HOU,2017-01-15,"9,00","1,05"
DAL-MIN,2017-01-15,"1,85","1,95"
LAL-DET,2017-01-15,"2,05","1,75"
MEM-CHI,2017-01-15,"1,22","4,10"
SAC-OKC,2017-01-15,"1,95","1,85"
TOR-NYK,2017-01-15,"1,15","5,20"
BOS-CHO,2017-01-16,"1,45","2,70"
DEN-ORL,2017-01-16,"1,40","2,90"
GSW-CLE,2017-01-16,"1,22","4,20"
IND-NOP,2017-01-16,"1,45","2,70"
LAC-OKC,2017-01-16,"1,25","3,80"
MIL-PHI,2017-01-16,"1,22","4,20"
NYK-ATL,2017-01-16,"2,20","1,65"
PHO-UTA,2017-01-16,"3,10","1,35"
WAS-POR,2017-01-16,"1,55","2,40"
BRK-TOR,2017-01-17,"4,70","1,18"
CHI-DAL,2017-01-17,"1,45","2,70"
LAL-DEN,2017-01-17,"1,95","1,85"
MIA-HOU,2017-01-17,"3,80","1,25"
SAS-MIN,2017-01-17,"1,10","6,50"
BOS-NYK,2017-01-18,"1,17","4,80"
CHO-POR,2017-01-18,"1,40","2,90"
DET-ATL,2017-01-18,"2,05","1,75"
GSW-OKC,2017-01-18,"1,05","9,00"
HOU-MIL,2017-01-18,"1,35","3,10"
NOP-ORL,2017-01-18,"1,45","2,70"
PHI-TOR,2017-01-18,"2,90","1,40"
SAC-IND,2017-01-18,"1,65","2,20"
WAS-MEM,2017-01-18,"1,70","2,10"
CLE-PHO,2017-01-19,"1,10","6,50"
LAC-MIN,2017-01-19,"2,00","1,70"
MIA-DAL,2017-01-19,"1,70","2,10"
NYK-WAS,2017-01-19,"2,00","1,80"
SAS-DEN,2017-01-19,"1,10","6,50"
ATL-CHI,2017-01-20,"1,50","2,55"
CHO-TOR,2017-01-20,"1,85","1,95"
DAL-UTA,2017-01-20,"2,90","1,40"
HOU-GSW,2017-01-20,"2,90","1,40"
LAL-IND,2017-01-20,"2,40","1,55"
MEM-SAC,2017-01-20,"1,25","3,80"
NOP-BRK,2017-01-20,"1,17","4,80"
ORL-MIL,2017-01-20,"2,40","1,55"
PHI-POR,2017-01-20,"2,10","1,70"
ATL-PHI,2017-01-21,"1,15","5,20"
BOS-POR,2017-01-21,"1,27","3,70"
CHI-SAC,2017-01-21,"1,32","3,30"
CHO-BRK,2017-01-21,"1,10","6,50"
CLE-SAS,2017-01-21,"1,55","2,40"
DEN-LAC,2017-01-21,"1,45","2,70"
DET-WAS,2017-01-21,"1,80","2,00"
MEM-HOU,2017-01-21,"2,00","1,80"
MIA-MIL,2017-01-21,"2,00","1,80"
NYK-PHO,2017-01-21,"1,45","2,70"
UTA-IND,2017-01-21,"1,30","3,40"
DAL-LAL,2017-01-22,"1,40","2,90"
MIN-DEN,2017-01-22,"1,55","2,40"
ORL-GSW,2017-01-22,"9,00","1,05"
TOR-PHO,2017-01-22,"1,08","7,50"
ATL-LAC,2017-01-23,"1,30","3,40"
BRK-SAS,2017-01-23,"4,10","1,22"
CHO-WAS,2017-01-23,"1,40","2,90"
DET-SAC,2017-01-23,"1,35","3,10"
IND-NYK,2017-01-23,"1,40","2,90"
MIA-GSW,2017-01-23,"6,50","1,10"
MIL-HOU,2017-01-23,"2,70","1,45"
NOP-CLE,2017-01-23,"4,80","1,17"
UTA-OKC,2017-01-23,"1,42","2,80"
DEN-UTA,2017-01-24,"1,75","2,05"
ORL-CHI,2017-01-24,"2,30","1,60"
PHI-LAC,2017-01-24,"2,55","1,50"
PHO-MIN,2017-01-24,"2,00","1,80"
TOR-SAS,2017-01-24,"1,75","2,00"
WAS-BOS,2017-01-24,"1,95","1,85"
BOS-HOU,2017-01-25,"2,50","1,50"
BRK-MIA,2017-01-25,"2,20","1,65"
CHI-ATL,2017-01-25,"2,05","1,75"
CHO-GSW,2017-01-25,"5,20","1,15"
CLE-SAC,2017-01-25,"1,10","6,50"
DAL-NYK,2017-01-25,"1,60","2,30"
MEM-TOR,2017-01-25,"1,45","2,70"
MIL-PHI,2017-01-25,"1,12","6,00"
NOP-OKC,2017-01-25,"2,00","1,80"
POR-LAL,2017-01-25,"1,22","4,20"
DEN-PHO,2017-01-26,"1,35","3,10"
MIN-IND,2017-01-26,"1,60","2,30"
OKC-DAL,2017-01-26,"1,20","4,50"
UTA-LAL,2017-01-26,"1,07","8,00"
ATL-WAS,2017-01-27,"1,60","2,30"
BOS-ORL,2017-01-27,"1,25","3,80"
CHI-MIA,2017-01-27,"1,27","3,70"
CLE-BRK,2017-01-27,"1,02",12
IND-SAC,2017-01-27,"1,50","2,55"
NOP-SAS,2017-01-27,"3,20","1,35"
NYK-CHO,2017-01-27,"1,95","1,85"
PHI-HOU,2017-01-27,"3,10","1,35"
POR-MEM,2017-01-27,"1,85","1,95"
TOR-MIL,2017-01-27,"1,35","3,10"
CHO-SAC,2017-01-28,"1,28","3,60"
GSW-LAC,2017-01-28,"1,07","8,00"
MIA-DET,2017-01-28,"2,30","1,60"
MIL-BOS,2017-01-28,"1,75","2,05"
MIN-BRK,2017-01-28,"1,15","5,20"
PHO-DEN,2017-01-28,"1,60","2,30"
UTA-MEM,2017-01-28,"1,27","3,70"
ATL-NYK,2017-01-29,"1,35","3,10"
CHI-PHI,2017-01-29,"1,30","3,40"
CLE-OKC,2017-01-29,"1,27","3,70"
IND-HOU,2017-01-29,"2,30","1,60"
NOP-WAS,2017-01-29,"1,90","1,90"
POR-GSW,2017-01-29,"3,00","1,37"
SAS-DAL,2017-01-29,"1,08","7,50"
TOR-ORL,2017-01-29,"1,13","5,70"
BOS-DET,2017-01-30,"1,42","2,80"
DAL-CLE,2017-01-30,"2,55","1,50"
MIA-BRK,2017-01-30,"1,25","3,80"
MIN-ORL,2017-01-30,"1,25","3,90"
PHI-SAC,2017-01-30,"2,30","1,60"
PHO-MEM,2017-01-30,"2,40","1,55"
HOU-SAC,2017-01-31,"1,10","6,50"
LAL-DEN,2017-01-31,"1,95","1,80"
POR-CHO,2017-01-31,"1,60","2,30"
SAS-OKC,2017-01-31,"1,20","4,50"
TOR-NOP,2017-01-31,"1,32","3,30"
WAS-NYK,2017-01-31,"1,27","3,60"
BOS-TOR,2017-02-01,"1,35","3,10"
BRK-NYK,2017-02-01,"2,20","1,65"
CLE-MIN,2017-02-01,"1,35","3,10"
DAL-PHI,2017-02-01,"1,32","3,30"
DEN-MEM,2017-02-01,"2,40","1,55"
DET-NOP,2017-02-01,"1,27","3,70"
GSW-CHO,2017-02-01,"1,03",11
MIA-ATL,2017-02-01,"1,80","2,00"
OKC-CHI,2017-02-01,"1,60","2,30"
ORL-IND,2017-02-01,"2,10","1,70"
PHO-LAC,2017-02-01,"2,20","1,65"
UTA-MIL,2017-02-01,"1,28","3,60"
HOU-ATL,2017-02-02,"1,15","5,30"
LAC-GSW,2017-02-02,"3,80","1,25"
SAS-PHI,2017-02-02,"1,02",12
WAS-LAL,2017-02-02,"1,15","5,30"
BOS-LAL,2017-02-03,"1,12","6,00"
BRK-IND,2017-02-03,"3,30","1,32"
DEN-MIL,2017-02-03,"1,60","2,30"
DET-MIN,2017-02-03,"1,50","2,55"
HOU-CHI,2017-02-03,"1,17","4,90"
OKC-MEM,2017-02-03,"1,95","1,85"
ORL-TOR,2017-02-03,"2,70","1,45"
POR-DAL,2017-02-03,"1,35","3,10"
SAC-PHO,2017-02-03,"1,50","2,55"
ATL-ORL,2017-02-04,"1,30","3,40"
IND-DET,2017-02-04,"1,65","2,20"
MIA-PHI,2017-02-04,"1,17","4,90"
MIN-MEM,2017-02-04,"1,50","2,60"
NYK-CLE,2017-02-04,"2,50","1,50"
PHO-MIL,2017-02-04,"1,95","1,85"
SAC-GSW,2017-02-04,11,"1,03"
SAS-DEN,2017-02-04,"1,07","8,00"
UTA-CHO,2017-02-04,"1,25","3,80"
WAS-NOP,2017-02-04,"1,30","3,40"
BOS-LAC,2017-02-05,"1,40","2,90"
BRK-TOR,2017-02-05,"3,40","1,30"
OKC-POR,2017-02-05,"1,45","2,70"
ATL-UTA,2017-02-06,"1,85","1,95"
DEN-DAL,2017-02-06,"1,60","2,30"
DET-PHI,2017-02-06,"1,20","4,40"
IND-OKC,2017-02-06,"1,45","2,70"
MEM-SAS,2017-02-06,"1,85","1,90"
MIN-MIA,2017-02-06,"1,90","1,85"
NOP-PHO,2017-02-06,"1,40","2,90"
NYK-LAL,2017-02-06,"1,45","2,70"
SAC-CHI,2017-02-06,"1,55","2,40"
TOR-LAC,2017-02-06,"1,40","2,90"
WAS-CLE,2017-02-06,"2,00","1,80"
CHO-BRK,2017-02-07,"1,15","5,20"
DAL-POR,2017-02-07,"2,10","1,70"
HOU-ORL,2017-02-07,"1,12","6,00"
ATL-DEN,2017-02-08,"1,55","2,40"
BRK-WAS,2017-02-08,"5,70","1,13"
DET-LAL,2017-02-08,"1,30","3,40"
GSW-CHI,2017-02-08,"1,02",12
IND-CLE,2017-02-08,"2,30","1,60"
MEM-PHO,2017-02-08,"1,25","3,80"
MIL-MIA,2017-02-08,"1,55","2,40"
MIN-TOR,2017-02-08,"2,30","1,60"
NOP-UTA,2017-02-08,"2,40","1,55"
NYK-LAC,2017-02-08,"1,95","1,85"
PHI-SAS,2017-02-08,"6,00","1,12"
SAC-BOS,2017-02-08,"4,50","1,20"
CHO-HOU,2017-02-09,"2,30","1,60"
DAL-UTA,2017-02-09,"2,20","1,65"
OKC-CLE,2017-02-09,"1,12","6,00"
ORL-PHI,2017-02-09,"1,35","3,10"
POR-BOS,2017-02-09,"1,65","2,20"
BRK-MIA,2017-02-10,"2,90","1,40"
DET-SAS,2017-02-10,"2,55","1,50"
MEM-GSW,2017-02-10,"3,70","1,27"
MIL-LAL,2017-02-10,"1,40","2,90"
MIN-NOP,2017-02-10,"1,45","2,70"
NYK-DEN,2017-02-10,"1,80","2,00"
PHO-CHI,2017-02-10,"2,20","1,65"
SAC-ATL,2017-02-10,"2,05","1,75"
WAS-IND,2017-02-10,"1,40","2,90"
CHO-LAC,2017-02-11,"1,65","2,20"
CLE-DEN,2017-02-11,"1,10","6,50"
DAL-ORL,2017-02-11,"1,35","3,10"
HOU-PHO,2017-02-11,"1,03",11
IND-MIL,2017-02-11,"1,35","3,10"
OKC-GSW,2017-02-11,"3,70","1,27"
PHI-MIA,2017-02-11,"2,30","1,60"
UTA-BOS,2017-02-11,"1,35","3,10"
MIN-CHI,2017-02-12,"1,35","3,10"
NYK-SAS,2017-02-12,"4,50","1,20"
SAC-NOP,2017-02-12,"1,55","2,40"
TOR-DET,2017-02-12,"1,32","3,30"
BRK-MEM,2017-02-13,"4,50","1,20"
CHO-PHI,2017-02-13,"1,25","3,80"
DAL-BOS,2017-02-13,"2,05","1,75"
DEN-GSW,2017-02-13,"6,50","1,10"
IND-SAS,2017-02-13,"2,70","1,45"
MIA-ORL,2017-02-13,"1,25","3,80"
MIL-DET,2017-02-13,"1,65","2,20"
PHO-NOP,2017-02-13,"1,55","2,40"
POR-ATL,2017-02-13,"1,80","2,00"
UTA-LAC,2017-02-13,"1,25","3,80"
WAS-OKC,2017-02-13,"1,40","2,90"
CHI-TOR,2017-02-14,"2,55","1,50"
LAL-SAC,2017-02-14,"1,70","2,10"
MIN-CLE,2017-02-14,"2,55","1,50"
BOS-PHI,2017-02-15,"1,15","5,20"
BRK-MIL,2017-02-15,"3,10","1,35"
CLE-IND,2017-02-15,"1,35","3,10"
DEN-MIN,2017-02-15,"1,40","2,90"
DET-DAL,2017-02-15,"1,45","2,70"
GSW-SAC,2017-02-15,"1,00",15
HOU-MIA,2017-02-15,"1,15","5,30"
LAC-ATL,2017-02-15,"1,55","2,40"
MEM-NOP,2017-02-15,"1,25","3,80"
OKC-NYK,2017-02-15,"1,32","3,30"
ORL-SAS,2017-02-15,"5,20","1,15"
PHO-LAL,2017-02-15,"1,55","2,40"
TOR-CHO,2017-02-15,"1,35","3,10"
UTA-POR,2017-02-15,"1,20","4,40"
CHI-BOS,2017-02-16,"1,95","1,85"
IND-WAS,2017-02-16,"2,20","1,65"
CLE-NYK,2017-02-23,"1,12","6,00"
DET-CHO,2017-02-23,"1,50","2,55"
GSW-LAC,2017-02-23,"1,08","7,50"
NOP-HOU,2017-02-23,"2,40","1,55"
ORL-POR,2017-02-23,"2,30","1,60"
SAC-DEN,2017-02-23,"3,30","1,30"
ATL-MIA,2017-02-24,"1,60","2,30"
CHI-PHO,2017-02-24,"1,40","2,90"
DEN-BRK,2017-02-24,"1,17","4,80"
IND-MEM,2017-02-24,"1,90","1,90"
LAC-SAS,2017-02-24,"2,20","1,65"
MIL-UTA,2017-02-24,"2,30","1,60"
MIN-DAL,2017-02-24,"1,55","2,40"
OKC-LAL,2017-02-24,"1,13","5,70"
PHI-WAS,2017-02-24,"3,80","1,25"
TOR-BOS,2017-02-24,"1,70","2,00"
CLE-CHI,2017-02-25,"1,37","3,00"
DAL-NOP,2017-02-25,"2,10","1,70"
GSW-BRK,2017-02-25,"1,00",15
HOU-MIN,2017-02-25,"1,08","7,50"
MIA-IND,2017-02-25,"1,50","2,55"
NYK-PHI,2017-02-25,"1,32","3,30"
ORL-ATL,2017-02-25,"2,40","1,55"
SAC-CHO,2017-02-25,"2,40","1,55"
DEN-MEM,2017-02-26,"1,70","2,10"
DET-BOS,2017-02-26,"2,05","1,75"
LAC-CHO,2017-02-26,"1,17","4,80"
LAL-SAS,2017-02-26,"6,50","1,10"
MIL-PHO,2017-02-26,"1,40","2,90"
OKC-NOP,2017-02-26,"1,35","3,10"
TOR-POR,2017-02-26,"1,45","2,70"
WAS-UTA,2017-02-26,"1,70","2,10"
BOS-ATL,2017-02-27,"1,50","2,55"
CLE-MIL,2017-02-27,"1,18","4,70"
DAL-MIA,2017-02-27,"2,00","1,80"
HOU-IND,2017-02-27,"1,15","5,20"
NYK-TOR,2017-02-27,"2,30","1,60"
PHI-GSW,2017-02-27,"9,00","1,05"
SAC-MIN,2017-02-27,"2,55","1,50"
CHI-DEN,2017-02-28,"1,70","2,10"
DET-POR,2017-02-28,"1,55","2,40"
LAL-CHO,2017-02-28,"2,50","1,50"
MEM-PHO,2017-02-28,"1,20","4,40"
OKC-UTA,2017-02-28,"2,10","1,70"
WAS-GSW,2017-02-28,"3,40","1,30"
ATL-DAL,2017-03-01,"1,40","2,90"
BOS-CLE,2017-03-01,"1,85","1,95"
LAC-HOU,2017-03-01,"1,75","2,05"
MIA-PHI,2017-03-01,"1,20","4,50"
MIL-DEN,2017-03-01,"1,60","2,30"
NOP-DET,2017-03-01,"1,70","2,10"
ORL-NYK,2017-03-01,"1,75","2,05"
SAC-BRK,2017-03-01,"1,70","2,10"
SAS-IND,2017-03-01,"1,15","5,20"
TOR-WAS,2017-03-01,"1,50","2,55"
UTA-MIN,2017-03-01,"1,30","3,40"
CHI-GSW,2017-03-02,"3,40","1,30"
PHO-CHO,2017-03-02,"2,40","1,55"
POR-OKC,2017-03-02,"1,95","1,85"
ATL-CLE,2017-03-03,"2,20","1,65"
DAL-MEM,2017-03-03,"2,25","1,65"
LAL-BOS,2017-03-03,"3,40","1,30"
MIL-LAC,2017-03-03,"2,70","1,45"
NOP-SAS,2017-03-03,"3,10","1,35"
ORL-MIA,2017-03-03,"2,55","1,50"
PHI-NYK,2017-03-03,"2,00","1,80"
PHO-OKC,2017-03-03,"2,70","1,45"
UTA-BRK,2017-03-03,"1,05","9,00"
WAS-TOR,2017-03-03,"1,45","2,70"
CHI-LAC,2017-03-04,"2,20","1,65"
DEN-CHO,2017-03-04,"1,40","2,90"
HOU-MEM,2017-03-04,"1,25","3,80"
MIA-CLE,2017-03-04,"1,25","4,00"
MIL-TOR,2017-03-04,"1,85","1,95"
PHI-DET,2017-03-04,"2,90","1,40"
POR-BRK,2017-03-04,"1,12","6,00"
SAS-MIN,2017-03-04,"1,27","3,70"
ATL-IND,2017-03-05,"1,60","2,30"
DAL-OKC,2017-03-05,"1,85","1,95"
LAL-NOP,2017-03-05,"2,90","1,40"
NYK-GSW,2017-03-05,"6,00","1,12"
PHO-BOS,2017-03-05,"2,75","1,45"
SAC-UTA,2017-03-05,"4,80","1,17"
WAS-ORL,2017-03-05,"1,10","6,50"
ATL-GSW,2017-03-06,"2,90","1,40"
CHO-IND,2017-03-06,"1,50","2,55"
CLE-MIA,2017-03-06,"1,17","4,90"
DEN-SAC,2017-03-06,"1,12","6,00"
DET-CHI,2017-03-06,"1,40","2,90"
LAC-BOS,2017-03-06,"1,30","3,40"
MEM-BRK,2017-03-06,"1,12","6,00"
ORL-NYK,2017-03-06,"1,55","2,30"
PHI-MIL,2017-03-06,"2,90","1,40"
SAS-HOU,2017-03-06,"1,55","2,40"
UTA-NOP,2017-03-06,"1,45","2,70"
DAL-LAL,2017-03-07,"1,20","4,40"
OKC-POR,2017-03-07,"1,32","3,30"
PHO-WAS,2017-03-07,"2,70","1,45"
ATL-BRK,2017-03-08,"1,17","4,80"
DEN-WAS,2017-03-08,"2,10","1,70"
GSW-BOS,2017-03-08,"1,25","3,80"
HOU-UTA,2017-03-08,"1,25","3,80"
IND-DET,2017-03-08,"1,50","2,55"
MIA-CHO,2017-03-08,"1,55","2,40"
MIL-NYK,2017-03-08,"1,35","3,10"
MIN-LAC,2017-03-08,"2,30","1,60"
NOP-TOR,2017-03-08,"1,65","2,20"
ORL-CHI,2017-03-08,"2,00","1,80"
SAS-SAC,2017-03-08,"1,10","6,50"
DET-CLE,2017-03-09,"2,70","1,45"
MEM-LAC,2017-03-09,"1,70","2,10"
OKC-SAS,2017-03-09,"2,20","1,65"
PHO-LAL,2017-03-09,"1,35","3,10"
POR-PHI,2017-03-09,"1,18","4,70"
ATL-TOR,2017-03-10,"1,65","2,20"
CHI-HOU,2017-03-10,"2,90","1,40"
CHO-ORL,2017-03-10,"1,20","4,40"
DAL-BRK,2017-03-10,"1,15","5,30"
DEN-BOS,2017-03-10,"2,10","1,70"
MIL-IND,2017-03-10,"1,80","2,00"
MIN-GSW,2017-03-10,"2,70","1,45"
SAC-WAS,2017-03-10,"3,80","1,25"
CHO-NOP,2017-03-11,"1,60","2,30"
DAL-PHO,2017-03-11,"1,40","2,90"
DET-NYK,2017-03-11,"1,35","3,10"
LAC-PHI,2017-03-11,"1,05","9,00"
MEM-ATL,2017-03-11,"1,35","3,10"
MIA-TOR,2017-03-11,"1,40","2,90"
MIL-MIN,2017-03-11,"1,60","2,30"
OKC-UTA,2017-03-11,"1,55","2,40"
ORL-CLE,2017-03-11,"4,40","1,20"
POR-WAS,2017-03-11,"1,55","2,40"
SAC-DEN,2017-03-11,"2,70","1,45"
SAS-GSW,2017-03-11,"1,15","5,30"
BOS-CHI,2017-03-12,"1,27","3,70"
BRK-NYK,2017-03-12,"1,85","1,95"
HOU-CLE,2017-03-12,"1,35","3,10"
IND-MIA,2017-03-12,"1,40","2,90"
LAL-PHI,2017-03-12,"1,50","2,50"
PHO-POR,2017-03-12,"2,00","1,80"
CHO-CHI,2017-03-13,"1,30","3,40"
DEN-LAL,2017-03-13,"1,07","8,00"
MEM-MIL,2017-03-13,"1,55","2,40"
MIN-WAS,2017-03-13,"1,75","2,05"
SAC-ORL,2017-03-13,"2,00","1,80"
SAS-ATL,2017-03-13,"1,30","3,40"
TOR-DAL,2017-03-13,"1,45","2,70"
UTA-LAC,2017-03-13,"1,80","2,00"
BRK-OKC,2017-03-14,"3,10","1,35"
CLE-DET,2017-03-14,"1,27","3,70"
GSW-PHI,2017-03-14,"1,01",14
NOP-POR,2017-03-14,"1,55","2,40"
NYK-IND,2017-03-14,"2,30","1,60"
BOS-MIN,2017-03-15,"1,40","2,90"
CHI-MEM,2017-03-15,"2,10","1,70"
DET-UTA,2017-03-15,"2,20","1,65"
HOU-LAL,2017-03-15,"1,01",15
IND-CHO,2017-03-15,"1,65","2,20"
LAC-MIL,2017-03-15,"1,27","3,70"
MIA-NOP,2017-03-15,"1,35","3,10"
PHO-SAC,2017-03-15,"1,40","2,90"
SAS-POR,2017-03-15,"1,10","6,50"
WAS-DAL,2017-03-15,"1,27","3,70"
ATL-MEM,2017-03-16,"1,55","2,40"
CLE-UTA,2017-03-16,"1,25","3,80"
DEN-LAC,2017-03-16,"1,45","2,70"
GSW-ORL,2017-03-16,"1,05","9,00"
NYK-BRK,2017-03-16,"1,45","2,70"
TOR-OKC,2017-03-16,"1,65","2,20"
BRK-BOS,2017-03-17,"4,20","1,22"
DET-TOR,2017-03-17,"1,55","2,40"
LAL-MIL,2017-03-17,"3,70","1,27"
MIA-MIN,2017-03-17,"1,50","2,55"
NOP-HOU,2017-03-17,"3,10","1,35"
PHI-DAL,2017-03-17,"2,90","1,40"
PHO-ORL,2017-03-17,"1,70","2,10"
WAS-CHI,2017-03-17,"1,27","3,70"
ATL-POR,2017-03-18,"1,85","1,95"
CHI-UTA,2017-03-18,"2,90","1,40"
CHO-WAS,2017-03-18,"1,55","2,40"
DEN-HOU,2017-03-18,"2,10","1,70"
GSW-MIL,2017-03-18,"1,12","6,00"
LAC-CLE,2017-03-18,"1,06","8,50"
MEM-SAS,2017-03-18,"2,40","1,55"
OKC-SAC,2017-03-18,"1,07","8,00"
BRK-DAL,2017-03-19,"2,55","1,50"
DET-PHO,2017-03-19,"1,07","8,00"
LAL-CLE,2017-03-19,"6,50","1,10"
MIA-POR,2017-03-19,"1,35","3,10"
NOP-MIN,2017-03-19,"1,55","2,40"
PHI-BOS,2017-03-19,"2,70","1,45"
SAS-SAC,2017-03-19,"1,05","9,50"
TOR-IND,2017-03-19,"1,60","2,30"
BOS-WAS,2017-03-20,"1,55","2,40"
CHO-ATL,2017-03-20,"1,40","2,90"
HOU-DEN,2017-03-20,"1,22","4,20"
IND-UTA,2017-03-20,"2,00","1,80"
LAC-NYK,2017-03-20,"1,13","5,70"
OKC-GSW,2017-03-20,"2,00","1,80"
ORL-PHI,2017-03-20,"1,40","2,90"
BRK-DET,2017-03-21,"2,90","1,40"
DAL-GSW,2017-03-21,"2,55","1,50"
LAL-LAC,2017-03-21,"4,80","1,17"
MIA-PHO,2017-03-21,"1,08","7,50"
MIN-SAS,2017-03-21,"2,70","1,45"
NOP-MEM,2017-03-21,"1,65","2,20"
POR-MIL,2017-03-21,"1,55","2,40"
TOR-CHI,2017-03-21,"1,30","3,40"
BOS-IND,2017-03-22,"1,30","3,40"
CHI-DET,2017-03-22,"2,00","1,75"
DEN-CLE,2017-03-22,"2,00","1,75"
OKC-PHI,2017-03-22,"1,11","6,50"
ORL-CHO,2017-03-22,"2,70","1,45"
SAC-MIL,2017-03-22,"2,70","1,45"
UTA-NYK,2017-03-22,"1,08","7,50"
WAS-ATL,2017-03-22,"1,30","3,40"
BRK-PHO,2017-03-23,"1,40","2,90"
DAL-LAC,2017-03-23,"2,70","1,45"
MIA-TOR,2017-03-23,"1,55","2,40"
POR-NYK,2017-03-23,"1,06","8,50"
SAS-MEM,2017-03-23,"1,25","3,80"
BOS-PHO,2017-03-24,"1,01",14
CHI-PHI,2017-03-24,"1,35","3,10"
CHO-CLE,2017-03-24,"2,30","1,60"
GSW-SAC,2017-03-24,"1,01",15
HOU-NOP,2017-03-24,"1,25","3,80"
IND-DEN,2017-03-24,"1,80","2,00"
LAL-MIN,2017-03-24,"3,10","1,35"
MIL-ATL,2017-03-24,"1,35","3,10"
ORL-DET,2017-03-24,"2,10","1,70"
WAS-BRK,2017-03-24,"1,13","5,70"
CLE-WAS,2017-03-25,"1,40","2,90"
DAL-TOR,2017-03-25,"1,90","1,90"
LAC-UTA,2017-03-25,"1,45","2,70"
POR-MIN,2017-03-25,"1,30","3,20"
SAS-NYK,2017-03-25,"1,03",11
ATL-BRK,2017-03-26,"1,35","3,10"
BOS-MIA,2017-03-26,"1,40","2,90"
CHO-PHO,2017-03-26,"1,07","8,00"
DEN-NOP,2017-03-26,"1,27","3,70"
GSW-MEM,2017-03-26,"1,10","6,50"
HOU-OKC,2017-03-26,"1,40","2,90"
IND-PHI,2017-03-26,"1,22","4,20"
LAC-SAC,2017-03-26,"1,07","8,00"
LAL-POR,2017-03-26,"3,10","1,35"
MIL-CHI,2017-03-26,"1,35","3,10"
DAL-OKC,2017-03-27,"2,00","1,75"
NYK-DET,2017-03-27,"2,00","1,80"
SAC-MEM,2017-03-27,"3,40","1,30"
SAS-CLE,2017-03-27,"1,45","2,70"
TOR-ORL,2017-03-27,"1,25","3,80"
UTA-NOP,2017-03-27,"1,35","3,10"
ATL-PHO,2017-03-28,"1,17","4,90"
BRK-PHI,2017-03-28,"1,50","2,55"
CHO-MIL,2017-03-28,"1,50","2,55"
DET-MIA,2017-03-28,"2,30","1,60"
HOU-GSW,2017-03-28,"1,85","1,95"
IND-MIN,2017-03-28,"1,55","2,40"
LAL-WAS,2017-03-28,"4,70","1,18"
POR-DEN,2017-03-28,"1,80","2,00"
BOS-MIL,2017-03-29,"1,25","3,80"
LAC-WAS,2017-03-29,"1,35","3,10"
MEM-IND,2017-03-29,"1,50","2,55"
NOP-DAL,2017-03-29,"1,40","2,90"
NYK-MIA,2017-03-29,"2,20","1,65"
ORL-OKC,2017-03-29,"2,70","1,45"
PHI-ATL,2017-03-29,"2,20","1,65"
SAC-UTA,2017-03-29,"3,70","1,27"
SAS-GSW,2017-03-29,"1,50","2,55"
TOR-CHO,2017-03-29,"1,40","2,90"
CHI-CLE,2017-03-30,"2,70","1,45"
DET-BRK,2017-03-30,"1,33","3,20"
MIN-LAL,2017-03-30,"1,12","6,00"
PHO-LAC,2017-03-30,"4,80","1,17"
POR-HOU,2017-03-30,"1,95","1,85"
BOS-ORL,2017-03-31,"1,15","5,30"
CHO-DEN,2017-03-31,"1,70","2,10"
CLE-PHI,2017-03-31,"1,10","6,50"
GSW-HOU,2017-03-31,"1,20","4,50"
MEM-DAL,2017-03-31,"1,55","2,40"
MIA-NYK,2017-03-31,"1,13","5,70"
