ast,blk,date_game,drb,fg,fg3,fg3a,fga,ft,fta,game_location,game_result,game_start_time,game_streak,losses,opp_name,opp_pts,orb,overtimes,pf,plus_minus,pts,stl,tov,trb,wins
20.0,3.0,"Wed, Oct 26, 2016",31.0,36.0,4.0,16.0,77.0,18.0,27.0,,L,10:00p,L 1,1,Sacramento Kings,113,10.0,,29.0,-95.0,94,6.0,18.0,41.0,0
15.0,3.0,"Fri, Oct 28, 2016",37.0,42.0,5.0,28.0,94.0,21.0,32.0,@,L,8:00p,L 2,2,Oklahoma City Thunder,113,7.0,OT,29.0,-15.0,110,11.0,15.0,44.0,0
19.0,6.0,"Sun, Oct 30, 2016",39.0,37.0,8.0,23.0,90.0,18.0,25.0,,L,6:00p,L 3,3,Golden State Warriors,106,11.0,,26.0,-30.0,100,10.0,11.0,50.0,0
19.0,0.0,"Mon, Oct 31, 2016",34.0,35.0,5.0,15.0,84.0,23.0,31.0,@,L,10:30p,L 4,4,Los Angeles Clippers,116,10.0,,33.0,-90.0,98,11.0,20.0,44.0,0
15.0,5.0,"Wed, Nov 2, 2016",45.0,44.0,5.0,16.0,103.0,25.0,30.0,,W,10:00p,W 1,4,Portland Trail Blazers,115,14.0,OT,20.0,15.0,118,10.0,12.0,59.0,1
18.0,2.0,"Fri, Nov 4, 2016",47.0,40.0,8.0,24.0,93.0,24.0,28.0,@,W,8:00p,W 2,4,New Orleans Pelicans,111,12.0,OT,27.0,5.0,112,7.0,15.0,59.0,2
20.0,2.0,"Sun, Nov 6, 2016",29.0,40.0,6.0,20.0,91.0,22.0,28.0,@,L,9:30p,L 1,5,Los Angeles Lakers,119,11.0,,30.0,-55.0,108,8.0,17.0,40.0,2
18.0,2.0,"Tue, Nov 8, 2016",26.0,43.0,7.0,21.0,86.0,28.0,33.0,@,L,10:00p,L 2,6,Portland Trail Blazers,124,15.0,,27.0,-15.0,121,10.0,16.0,41.0,2
20.0,6.0,"Wed, Nov 9, 2016",39.0,38.0,8.0,22.0,84.0,23.0,30.0,,W,9:00p,W 1,6,Detroit Pistons,100,10.0,,20.0,35.0,107,7.0,17.0,49.0,3
23.0,3.0,"Sat, Nov 12, 2016",38.0,40.0,8.0,33.0,107.0,16.0,21.0,,L,9:00p,L 1,7,Brooklyn Nets,122,17.0,,20.0,-90.0,104,9.0,12.0,55.0,3
27.0,3.0,"Sun, Nov 13, 2016",30.0,46.0,8.0,24.0,90.0,20.0,26.0,@,L,8:00p,L 2,8,Golden State Warriors,133,8.0,,29.0,-65.0,120,10.0,13.0,38.0,3
14.0,4.0,"Wed, Nov 16, 2016",28.0,39.0,8.0,20.0,79.0,18.0,29.0,@,L,9:00p,L 3,9,Denver Nuggets,120,7.0,,29.0,-80.0,104,8.0,16.0,35.0,3
21.0,7.0,"Fri, Nov 18, 2016",28.0,46.0,9.0,26.0,97.0,15.0,18.0,@,W,7:00p,W 1,9,Indiana Pacers,96,18.0,,28.0,100.0,116,14.0,11.0,46.0,4
18.0,7.0,"Sat, Nov 19, 2016",32.0,39.0,6.0,21.0,92.0,21.0,34.0,@,L,7:30p,L 1,10,Philadelphia 76ers,120,12.0,,19.0,-75.0,105,11.0,15.0,44.0,4
22.0,7.0,"Mon, Nov 21, 2016",39.0,39.0,11.0,27.0,91.0,12.0,15.0,@,L,7:00p,L 2,11,Washington Wizards,106,13.0,,24.0,-25.0,101,3.0,21.0,52.0,4
15.0,7.0,"Wed, Nov 23, 2016",38.0,33.0,9.0,22.0,73.0,17.0,22.0,@,W,7:00p,W 1,11,Orlando Magic,87,6.0,,20.0,25.0,92,6.0,17.0,44.0,5
17.0,6.0,"Fri, Nov 25, 2016",36.0,32.0,6.0,26.0,79.0,15.0,21.0,,L,9:00p,L 1,12,Minnesota Timberwolves,98,12.0,,26.0,-65.0,85,11.0,25.0,48.0,5
11.0,7.0,"Sun, Nov 27, 2016",37.0,36.0,11.0,25.0,89.0,31.0,36.0,,L,3:30p,L 2,13,Denver Nuggets,120,9.0,,24.0,-30.0,114,5.0,11.0,46.0,5
15.0,4.0,"Wed, Nov 30, 2016",28.0,40.0,10.0,21.0,89.0,19.0,25.0,,W,9:00p,W 1,13,Atlanta Hawks,107,13.0,,17.0,10.0,109,11.0,15.0,41.0,6
24.0,2.0,"Sat, Dec 3, 2016",22.0,41.0,11.0,32.0,91.0,16.0,21.0,@,L,10:30p,L 1,14,Golden State Warriors,138,14.0,,29.0,-145.0,109,8.0,14.0,36.0,6
14.0,0.0,"Tue, Dec 6, 2016",29.0,39.0,6.0,18.0,84.0,21.0,25.0,@,L,9:00p,L 2,15,Utah Jazz,112,12.0,,28.0,-35.0,105,5.0,17.0,41.0,6
17.0,4.0,"Wed, Dec 7, 2016",31.0,34.0,9.0,33.0,85.0,17.0,18.0,,L,9:00p,L 3,16,Indiana Pacers,109,9.0,,31.0,-75.0,94,14.0,19.0,40.0,6
26.0,8.0,"Fri, Dec 9, 2016",35.0,45.0,13.0,30.0,95.0,16.0,21.0,@,W,10:30p,W 1,16,Los Angeles Lakers,115,9.0,,24.0,20.0,119,8.0,7.0,44.0,7
21.0,3.0,"Sun, Dec 11, 2016",43.0,44.0,14.0,41.0,96.0,17.0,26.0,,L,8:30p,L 1,17,New Orleans Pelicans,120,14.0,OT,27.0,-5.0,119,6.0,16.0,57.0,7
13.0,7.0,"Tue, Dec 13, 2016",45.0,38.0,9.0,30.0,93.0,28.0,33.0,,W,9:00p,W 1,17,New York Knicks,111,16.0,OT,28.0,10.0,113,9.0,17.0,61.0,8
15.0,3.0,"Thu, Dec 15, 2016",24.0,34.0,10.0,27.0,85.0,14.0,18.0,,L,9:00p,L 1,18,San Antonio Spurs,107,11.0,,25.0,-75.0,92,9.0,13.0,35.0,8
16.0,5.0,"Sat, Dec 17, 2016",27.0,39.0,8.0,22.0,90.0,15.0,20.0,@,L,5:00p,L 2,19,Oklahoma City Thunder,114,16.0,,23.0,-65.0,101,5.0,16.0,43.0,8
16.0,5.0,"Mon, Dec 19, 2016",26.0,37.0,9.0,21.0,82.0,25.0,35.0,@,L,8:00p,L 3,20,Minnesota Timberwolves,115,8.0,,23.0,-35.0,108,11.0,17.0,34.0,8
20.0,6.0,"Wed, Dec 21, 2016",30.0,44.0,9.0,25.0,93.0,14.0,20.0,,L,9:00p,L 4,21,Houston Rockets,125,14.0,,23.0,-70.0,111,7.0,8.0,44.0,8
25.0,6.0,"Fri, Dec 23, 2016",32.0,42.0,12.0,26.0,79.0,27.0,37.0,,W,9:00p,W 1,21,Philadelphia 76ers,116,11.0,,24.0,35.0,123,7.0,20.0,43.0,9
17.0,6.0,"Mon, Dec 26, 2016",37.0,43.0,7.0,30.0,101.0,22.0,27.0,@,L,8:00p,L 1,22,Houston Rockets,131,16.0,,25.0,-80.0,115,14.0,17.0,53.0,9
20.0,4.0,"Wed, Dec 28, 2016",26.0,36.0,7.0,16.0,74.0,19.0,24.0,@,L,8:30p,L 2,23,San Antonio Spurs,119,7.0,,25.0,-105.0,98,11.0,21.0,33.0,9
20.0,4.0,"Thu, Dec 29, 2016",35.0,37.0,9.0,21.0,83.0,16.0,23.0,,W,9:00p,W 1,23,Toronto Raptors,91,12.0,,28.0,40.0,99,10.0,20.0,47.0,10
9.0,2.0,"Sat, Dec 31, 2016",32.0,36.0,7.0,17.0,87.0,7.0,10.0,@,L,8:00p,L 1,24,Utah Jazz,91,9.0,,21.0,-25.0,86,6.0,9.0,41.0,10
22.0,4.0,"Mon, Jan 2, 2017",29.0,39.0,2.0,15.0,102.0,18.0,22.0,@,L,10:30p,L 2,25,Los Angeles Clippers,109,19.0,,29.0,-55.0,98,11.0,12.0,48.0,10
21.0,7.0,"Tue, Jan 3, 2017",36.0,36.0,9.0,23.0,77.0,18.0,22.0,,W,9:00p,W 1,25,Miami Heat,90,13.0,,23.0,45.0,99,7.0,18.0,49.0,11
15.0,3.0,"Thu, Jan 5, 2017",35.0,38.0,7.0,17.0,85.0,19.0,22.0,@,W,8:30p,W 2,25,Dallas Mavericks,95,18.0,,21.0,35.0,102,4.0,15.0,53.0,12
23.0,7.0,"Sun, Jan 8, 2017",23.0,46.0,9.0,27.0,87.0,15.0,19.0,,L,8:30p,L 1,26,Cleveland Cavaliers,120,13.0,,19.0,-20.0,116,12.0,14.0,36.0,12
15.0,4.0,"Thu, Jan 12, 2017",34.0,38.0,10.0,18.0,78.0,22.0,27.0,,L,10:00p,L 2,27,Dallas Mavericks,113,13.0,,23.0,-25.0,108,2.0,19.0,47.0,12
18.0,0.0,"Sat, Jan 14, 2017",30.0,39.0,8.0,21.0,85.0,22.0,24.0,,W,6:00p,W 1,27,San Antonio Spurs,105,15.0,,30.0,15.0,108,10.0,15.0,45.0,13
13.0,5.0,"Mon, Jan 16, 2017",33.0,40.0,5.0,22.0,81.0,16.0,17.0,,L,9:00p,L 1,28,Utah Jazz,106,6.0,,21.0,-25.0,101,4.0,9.0,39.0,13
23.0,4.0,"Thu, Jan 19, 2017",31.0,37.0,4.0,19.0,85.0,25.0,31.0,@,L,7:00p,L 2,29,Cleveland Cavaliers,118,15.0,,22.0,-75.0,103,10.0,14.0,46.0,13
15.0,4.0,"Sat, Jan 21, 2017",30.0,37.0,9.0,24.0,85.0,24.0,27.0,@,W,7:30p,W 1,29,New York Knicks,105,14.0,,18.0,10.0,107,9.0,13.0,44.0,14
20.0,1.0,"Sun, Jan 22, 2017",38.0,40.0,9.0,22.0,79.0,26.0,28.0,@,W,6:00p,W 2,29,Toronto Raptors,103,7.0,,28.0,60.0,115,6.0,15.0,45.0,15
20.0,4.0,"Tue, Jan 24, 2017",31.0,38.0,7.0,19.0,86.0,28.0,32.0,,L,9:00p,L 1,30,Minnesota Timberwolves,112,13.0,,23.0,-5.0,111,7.0,15.0,44.0,15
21.0,2.0,"Thu, Jan 26, 2017",20.0,48.0,10.0,24.0,89.0,14.0,17.0,@,L,9:00p,L 2,31,Denver Nuggets,127,8.0,,26.0,-35.0,120,8.0,11.0,28.0,15
20.0,3.0,"Sat, Jan 28, 2017",32.0,41.0,6.0,21.0,91.0,24.0,32.0,,L,9:00p,L 3,32,Denver Nuggets,123,11.0,,36.0,-55.0,112,9.0,10.0,43.0,15
11.0,8.0,"Mon, Jan 30, 2017",29.0,31.0,5.0,19.0,74.0,29.0,39.0,,L,10:30p,L 4,33,Memphis Grizzlies,115,13.0,,19.0,-95.0,96,8.0,17.0,42.0,15
21.0,3.0,"Wed, Feb 1, 2017",27.0,39.0,7.0,20.0,96.0,29.0,35.0,,L,9:00p,L 5,34,Los Angeles Clippers,124,17.0,,27.0,-50.0,114,5.0,12.0,44.0,15
11.0,3.0,"Fri, Feb 3, 2017",33.0,32.0,12.0,29.0,77.0,29.0,35.0,@,W,10:30p,W 1,34,Sacramento Kings,103,6.0,,21.0,10.0,105,7.0,11.0,39.0,16
22.0,3.0,"Sat, Feb 4, 2017",26.0,38.0,11.0,28.0,91.0,25.0,30.0,,L,9:00p,L 1,35,Milwaukee Bucks,137,14.0,,28.0,-125.0,112,9.0,16.0,40.0,16
26.0,10.0,"Mon, Feb 6, 2017",40.0,40.0,5.0,27.0,93.0,21.0,25.0,@,L,8:00p,L 2,36,New Orleans Pelicans,111,9.0,,23.0,-25.0,106,7.0,16.0,49.0,16
13.0,5.0,"Wed, Feb 8, 2017",28.0,29.0,5.0,23.0,87.0,28.0,34.0,@,L,8:00p,L 3,37,Memphis Grizzlies,110,18.0,,27.0,-95.0,91,12.0,15.0,46.0,16
25.0,8.0,"Fri, Feb 10, 2017",30.0,48.0,8.0,19.0,95.0,11.0,13.0,,W,10:30p,W 1,37,Chicago Bulls,97,13.0,,18.0,90.0,115,4.0,8.0,43.0,17
20.0,4.0,"Sat, Feb 11, 2017",30.0,37.0,8.0,22.0,94.0,20.0,26.0,@,L,9:00p,L 1,38,Houston Rockets,133,12.0,,28.0,-155.0,102,8.0,19.0,42.0,17
14.0,3.0,"Mon, Feb 13, 2017",30.0,40.0,8.0,23.0,93.0,20.0,24.0,,L,9:00p,L 2,39,New Orleans Pelicans,110,13.0,,25.0,-10.0,108,7.0,18.0,43.0,17
32.0,10.0,"Wed, Feb 15, 2017",47.0,49.0,10.0,24.0,88.0,29.0,34.0,,W,9:00p,W 1,39,Los Angeles Lakers,101,12.0,,20.0,180.0,137,7.0,15.0,59.0,18
27.0,6.0,"Fri, Feb 24, 2017",35.0,49.0,8.0,24.0,93.0,15.0,25.0,@,L,8:00p,L 1,40,Chicago Bulls,128,8.0,OT,23.0,-35.0,121,8.0,18.0,43.0,18
26.0,5.0,"Sun, Feb 26, 2017",30.0,40.0,5.0,14.0,83.0,11.0,16.0,@,L,3:30p,L 2,41,Milwaukee Bucks,100,12.0,,22.0,-20.0,96,12.0,20.0,42.0,18
22.0,5.0,"Tue, Feb 28, 2017",24.0,43.0,7.0,21.0,83.0,19.0,24.0,@,L,8:00p,L 3,42,Memphis Grizzlies,130,8.0,,25.0,-90.0,112,6.0,12.0,32.0,18
30.0,7.0,"Thu, Mar 2, 2017",38.0,46.0,7.0,19.0,77.0,21.0,25.0,,W,9:00p,W 1,42,Charlotte Hornets,103,4.0,,23.0,85.0,120,8.0,18.0,42.0,19
28.0,7.0,"Fri, Mar 3, 2017",36.0,44.0,5.0,21.0,89.0,25.0,31.0,,W,9:00p,W 2,42,Oklahoma City Thunder,111,9.0,,26.0,35.0,118,10.0,17.0,45.0,20
16.0,10.0,"Sun, Mar 5, 2017",40.0,42.0,4.0,20.0,94.0,21.0,26.0,,W,5:00p,W 3,42,Boston Celtics,106,10.0,,29.0,15.0,109,7.0,11.0,50.0,21
23.0,8.0,"Tue, Mar 7, 2017",40.0,44.0,13.0,27.0,88.0,26.0,33.0,,L,9:00p,L 1,43,Washington Wizards,131,9.0,,32.0,-20.0,127,5.0,19.0,49.0,21
20.0,10.0,"Thu, Mar 9, 2017",36.0,42.0,6.0,19.0,91.0,20.0,25.0,,L,10:30p,L 2,44,Los Angeles Lakers,122,18.0,,24.0,-60.0,110,7.0,19.0,54.0,21
18.0,7.0,"Sat, Mar 11, 2017",35.0,38.0,6.0,21.0,83.0,18.0,20.0,@,W,9:00p,W 1,44,Dallas Mavericks,98,5.0,,24.0,10.0,100,5.0,11.0,40.0,22
20.0,3.0,"Sun, Mar 12, 2017",35.0,41.0,5.0,14.0,93.0,14.0,20.0,,L,9:00p,L 1,45,Portland Trail Blazers,110,6.0,,21.0,-45.0,101,5.0,9.0,41.0,22
24.0,11.0,"Wed, Mar 15, 2017",31.0,43.0,6.0,25.0,107.0,9.0,14.0,,L,10:00p,L 2,46,Sacramento Kings,107,16.0,,25.0,-30.0,101,9.0,13.0,47.0,22
18.0,8.0,"Fri, Mar 17, 2017",37.0,38.0,2.0,14.0,87.0,25.0,30.0,,L,10:00p,L 3,47,Orlando Magic,109,12.0,,22.0,-30.0,103,9.0,16.0,49.0,22
16.0,4.0,"Sun, Mar 19, 2017",36.0,35.0,6.0,22.0,99.0,19.0,30.0,@,L,4:30p,L 4,48,Detroit Pistons,112,11.0,,21.0,-85.0,95,10.0,4.0,47.0,22
14.0,5.0,"Tue, Mar 21, 2017",31.0,36.0,4.0,16.0,82.0,21.0,29.0,@,L,7:30p,L 5,49,Miami Heat,112,10.0,,23.0,-75.0,97,5.0,24.0,41.0,22
16.0,3.0,"Thu, Mar 23, 2017",35.0,34.0,7.0,25.0,93.0,23.0,34.0,@,L,7:30p,L 6,50,Brooklyn Nets,126,15.0,,30.0,-140.0,98,14.0,19.0,50.0,22
23.0,3.0,"Fri, Mar 24, 2017",39.0,39.0,6.0,19.0,86.0,36.0,49.0,@,L,7:30p,L 7,51,Boston Celtics,130,10.0,,30.0,-50.0,120,9.0,13.0,49.0,22
