games,date_game,odd_home_team,odd_away_team
UTA-NOP,2018-01-03,"1,85","1,95"
WAS-NYK,2018-01-03,"1,20","4,50"
HOU-GSW,2018-01-04,"2,50","1,50"
LAC-OKC,2018-01-04,"1,95","1,85"
BOS-MIN,2018-01-05,"1,60","2,30"
DAL-CHI,2018-01-05,"1,50","2,55"
DEN-UTA,2018-01-05,"1,35","3,10"
LAL-CHO,2018-01-05,"2,05","1,75"
MEM-WAS,2018-01-05,"2,55","1,50"
MIA-NYK,2018-01-05,"1,45","2,70"
MIL-TOR,2018-01-05,"1,90","1,90"
PHI-DET,2018-01-05,"1,40","2,90"
POR-ATL,2018-01-05,"1,32","3,30"
SAS-PHO,2018-01-05,"1,10","6,50"
BRK-BOS,2018-01-06,"2,40","1,55"
DET-HOU,2018-01-06,"2,70","1,45"
IND-CHI,2018-01-06,"1,40","2,90"
LAC-GSW,2018-01-06,"4,20","1,22"
MIN-NOP,2018-01-06,"1,80","2,00"
ORL-CLE,2018-01-06,"4,20","1,22"
SAC-DEN,2018-01-06,"3,40","1,30"
WAS-MIL,2018-01-06,"1,55","2,40"
DAL-NYK,2018-01-07,"1,42","2,80"
LAL-ATL,2018-01-07,"1,60","2,30"
MIA-UTA,2018-01-07,"1,55","2,40"
PHO-OKC,2018-01-07,"3,80","1,25"
POR-SAS,2018-01-07,"1,85","1,95"
BRK-TOR,2018-01-08,"3,70","1,27"
CHI-HOU,2018-01-08,"3,00","1,37"
GSW-DEN,2018-01-08,"1,14","5,50"
IND-MIL,2018-01-08,"1,80","2,00"
LAC-ATL,2018-01-08,"1,50","2,55"
MIN-CLE,2018-01-08,"1,95","1,85"
NOP-DET,2018-01-08,"1,40","2,90"
SAC-SAS,2018-01-08,"2,80","1,42"
DAL-ORL,2018-01-09,"1,35","3,10"
LAL-SAC,2018-01-09,"1,30","3,40"
OKC-POR,2018-01-09,"1,27","3,70"
TOR-MIA,2018-01-09,"1,52","2,50"
BRK-DET,2018-01-10,"2,05","1,75"
CHO-DAL,2018-01-10,"1,30","3,40"
DEN-ATL,2018-01-10,"1,20","4,40"
GSW-LAC,2018-01-10,"1,10","6,50"
HOU-POR,2018-01-10,"1,30","3,40"
IND-MIA,2018-01-10,"1,50","2,55"
MEM-NOP,2018-01-10,"1,85","1,90"
MIL-ORL,2018-01-10,"1,14","5,50"
MIN-OKC,2018-01-10,"1,50","2,55"
NYK-CHI,2018-01-10,"1,45","2,70"
WAS-UTA,2018-01-10,"1,25","3,80"
LAL-SAS,2018-01-11,"2,10","1,70"
PHI-BOS,2018-01-11,"2,10","1,70"
SAC-LAC,2018-01-11,"2,40","1,60"
TOR-CLE,2018-01-11,"2,20","1,65"
ATL-BRK,2018-01-12,"1,60","2,30"
CHO-UTA,2018-01-12,"1,50","2,55"
DEN-MEM,2018-01-12,"1,35","3,10"
IND-CLE,2018-01-12,"2,00","1,80"
MIL-GSW,2018-01-12,"2,70","1,45"
MIN-NYK,2018-01-12,"1,25","3,80"
NOP-POR,2018-01-12,"1,55","2,40"
PHO-HOU,2018-01-12,"3,30","1,32"
WAS-ORL,2018-01-12,"1,13","5,70"
CHI-DET,2018-01-13,"1,90","1,90"
CHO-OKC,2018-01-13,"2,05","1,75"
DAL-LAL,2018-01-13,"1,50","2,55"
LAC-SAC,2018-01-13,"1,35","3,10"
SAS-DEN,2018-01-13,"1,30","3,40"
TOR-GSW,2018-01-13,"2,90","1,40"
WAS-BRK,2018-01-13,"1,18","4,70"
MIA-MIL,2018-01-14,"1,70","2,10"
MIN-POR,2018-01-14,"1,40","2,90"
NYK-NOP,2018-01-14,"2,10","1,70"
PHO-IND,2018-01-14,"2,40","1,55"
ATL-SAS,2018-01-15,"2,90","1,40"
BRK-NYK,2018-01-15,"1,60","2,30"
CHI-MIA,2018-01-15,"1,90","1,90"
CLE-GSW,2018-01-15,"2,90","1,40"
DET-CHO,2018-01-15,"1,65","2,20"
LAC-HOU,2018-01-15,"2,70","1,45"
MEM-LAL,2018-01-15,"1,55","2,40"
OKC-SAC,2018-01-15,"1,10","6,50"
PHI-TOR,2018-01-15,"2,05","1,75"
UTA-IND,2018-01-15,"1,50","2,55"
WAS-MIL,2018-01-15,"1,45","2,70"
BOS-NOP,2018-01-16,"1,40","2,90"
DEN-DAL,2018-01-16,"1,40","2,90"
ORL-MIN,2018-01-16,"3,80","1,25"
POR-PHO,2018-01-16,"1,13","5,70"
ATL-NOP,2018-01-17,"2,10","1,70"
BRK-SAS,2018-01-17,"2,55","1,50"
CHI-GSW,2018-01-17,"3,80","1,25"
CHO-WAS,2018-01-17,"1,75","2,05"
LAC-DEN,2018-01-17,"1,50","2,50"
MEM-NYK,2018-01-17,"2,10","1,70"
MIL-MIA,2018-01-17,"1,55","2,40"
OKC-LAL,2018-01-17,"1,18","4,70"
SAC-UTA,2018-01-17,"2,55","1,50"
TOR-DET,2018-01-17,"1,27","3,70"
BOS-PHI,2018-01-18,"1,65","2,20"
CLE-ORL,2018-01-18,"1,13","5,70"
HOU-MIN,2018-01-18,"1,50","2,55"
POR-IND,2018-01-18,"1,50","2,50"
BRK-MIA,2018-01-19,"2,20","1,65"
DEN-PHO,2018-01-19,"1,22","4,20"
DET-WAS,2018-01-19,"1,95","1,85"
LAL-IND,2018-01-19,"2,10","1,75"
MEM-SAC,2018-01-19,"1,40","2,90"
TOR-SAS,2018-01-19,"1,37","3,00"
UTA-NYK,2018-01-19,"1,40","2,90"
ATL-CHI,2018-01-20,"1,75","2,05"
CHO-MIA,2018-01-20,"1,32","3,30"
CLE-OKC,2018-01-20,"1,60","2,30"
HOU-GSW,2018-01-20,"2,20","1,65"
MIN-TOR,2018-01-20,"2,00","1,80"
NOP-MEM,2018-01-20,"1,22","4,20"
PHI-MIL,2018-01-20,"1,30","3,40"
POR-DAL,2018-01-20,"1,45","2,70"
UTA-LAC,2018-01-20,"1,70","2,10"
BOS-ORL,2018-01-21,"1,15","5,20"
DET-BRK,2018-01-21,"1,40","2,90"
LAL-NYK,2018-01-21,"2,05","1,75"
SAS-IND,2018-01-21,"1,40","2,90"
ATL-UTA,2018-01-22,"2,20","1,65"
CHO-SAC,2018-01-22,"1,15","5,30"
DAL-WAS,2018-01-22,"2,00","1,80"
DEN-POR,2018-01-22,"1,60","2,30"
HOU-MIA,2018-01-22,"1,12","6,00"
LAC-MIN,2018-01-22,"1,70","2,10"
MEM-PHI,2018-01-22,"2,30","1,60"
MIL-PHO,2018-01-22,"1,45","2,70"
NOP-CHI,2018-01-22,"1,35","3,10"
GSW-NYK,2018-01-23,"1,04",10
LAL-BOS,2018-01-23,"2,80","1,42"
OKC-BRK,2018-01-23,"1,15","5,30"
ORL-SAC,2018-01-23,"1,30","3,40"
SAS-CLE,2018-01-23,"2,10","1,70"
ATL-TOR,2018-01-24,"3,10","1,35"
CHO-NOP,2018-01-24,"1,75","2,05"
DAL-HOU,2018-01-24,"3,30","1,32"
DET-UTA,2018-01-24,"1,70","2,10"
IND-PHO,2018-01-24,"1,35","3,10"
LAC-BOS,2018-01-24,"1,57","2,40"
MEM-SAS,2018-01-24,"2,00","1,80"
PHI-CHI,2018-01-24,"1,40","2,90"
POR-MIN,2018-01-24,"1,60","2,30"
DEN-NYK,2018-01-25,"1,35","3,10"
GSW-MIN,2018-01-25,"1,10","6,50"
MIA-SAC,2018-01-25,"1,20","4,50"
OKC-WAS,2018-01-25,"1,42","2,80"
CHI-LAL,2018-01-26,"1,55","2,40"
CHO-ATL,2018-01-26,"1,32","3,30"
CLE-IND,2018-01-26,"1,35","3,10"
DAL-POR,2018-01-26,"2,00","1,80"
MEM-LAC,2018-01-26,"2,50","1,52"
MIL-BRK,2018-01-26,"1,35","3,10"
NOP-HOU,2018-01-26,"2,55","1,50"
PHO-NYK,2018-01-26,"1,95","1,85"
SAS-PHI,2018-01-26,"1,55","2,40"
TOR-UTA,2018-01-26,"1,25","3,80"
ATL-WAS,2018-01-27,"2,40","1,55"
DEN-DAL,2018-01-27,"1,27","3,70"
DET-OKC,2018-01-27,"2,40","1,55"
GSW-BOS,2018-01-27,"1,13","5,70"
IND-ORL,2018-01-27,"1,35","3,10"
MIA-CHO,2018-01-27,"1,52","2,50"
MIN-BRK,2018-01-27,"1,12","6,00"
CHI-MIL,2018-01-28,"2,10","1,70"
CLE-DET,2018-01-28,"1,25","3,80"
HOU-PHO,2018-01-28,"1,05","9,00"
NOP-LAC,2018-01-28,"1,70","2,10"
OKC-PHI,2018-01-28,"1,55","2,40"
SAS-SAC,2018-01-28,"1,12","6,00"
TOR-LAL,2018-01-28,"1,15","5,30"
ATL-MIN,2018-01-29,"3,10","1,35"
DAL-MIA,2018-01-29,"2,10","1,70"
DEN-BOS,2018-01-29,"1,75","2,05"
IND-CHO,2018-01-29,"1,75","2,00"
MEM-PHO,2018-01-29,"1,27","3,70"
MIL-PHI,2018-01-29,"1,35","3,10"
DET-CLE,2018-01-30,"3,10","1,35"
HOU-ORL,2018-01-30,"1,07","8,00"
LAC-POR,2018-01-30,"2,20","1,65"
NOP-SAC,2018-01-30,"1,22","4,20"
NYK-BRK,2018-01-30,"1,40","2,90"
SAS-DEN,2018-01-30,"1,32","3,30"
TOR-MIN,2018-01-30,"1,35","3,10"
UTA-GSW,2018-01-30,"3,80","1,25"
WAS-OKC,2018-01-30,"2,30","1,60"
ATL-CHO,2018-01-31,"2,20","1,65"
BOS-NYK,2018-01-31,"1,40","2,90"
BRK-PHI,2018-01-31,"3,40","1,30"
CLE-MIA,2018-01-31,"1,70","2,10"
IND-MEM,2018-01-31,"1,27","3,70"
ORL-LAL,2018-01-31,"2,30","1,60"
PHO-DAL,2018-01-31,"2,20","1,65"
POR-CHI,2018-01-31,"1,25","3,80"
DEN-OKC,2018-02-01,"2,05","1,75"
DET-MEM,2018-02-01,"1,25","3,80"
MIN-MIL,2018-02-01,"1,35","3,10"
SAS-HOU,2018-02-01,"2,20","1,65"
WAS-TOR,2018-02-01,"2,40","1,55"
BOS-ATL,2018-02-02,"1,35","3,10"
BRK-LAL,2018-02-02,"1,85","1,95"
CHO-IND,2018-02-02,"1,60","2,30"
MIL-NYK,2018-02-02,"1,45","2,60"
OKC-NOP,2018-02-02,"1,40","2,90"
PHI-MIA,2018-02-02,"1,55","2,40"
PHO-UTA,2018-02-02,"2,90","1,40"
SAC-GSW,2018-02-02,"8,00","1,07"
TOR-POR,2018-02-02,"1,50","2,55"
CLE-HOU,2018-02-03,"2,30","1,60"
DEN-GSW,2018-02-03,"2,70","1,45"
DET-MIA,2018-02-03,"1,50","2,55"
IND-PHI,2018-02-03,"1,85","1,95"
LAC-CHI,2018-02-03,"1,25","3,80"
MIN-NOP,2018-02-03,"1,25","3,80"
ORL-WAS,2018-02-03,"2,55","1,50"
SAC-DAL,2018-02-03,"2,55","1,50"
SAS-UTA,2018-02-03,"1,35","3,10"
BOS-POR,2018-02-04,"2,05","1,75"
BRK-MIL,2018-02-04,"2,55","1,50"
NYK-ATL,2018-02-04,"1,40","2,90"
OKC-LAL,2018-02-04,"1,17","4,80"
PHO-CHO,2018-02-04,"3,10","1,35"
TOR-MEM,2018-02-04,"1,10","6,50"
DEN-CHO,2018-02-05,"1,55","2,40"
DET-POR,2018-02-05,"1,70","2,10"
IND-WAS,2018-02-05,"2,20","1,65"
LAC-DAL,2018-02-05,"1,35","3,10"
MIA-ORL,2018-02-05,"1,25","3,80"
NOP-UTA,2018-02-05,"1,85","1,95"
SAC-CHI,2018-02-05,"1,70","2,10"
ATL-MEM,2018-02-06,"1,65","2,20"
BRK-HOU,2018-02-06,"6,00","1,12"
GSW-OKC,2018-02-06,"1,18","4,60"
LAL-PHO,2018-02-06,"1,25","3,80"
NYK-MIL,2018-02-06,"1,85","1,95"
ORL-CLE,2018-02-06,"3,30","1,32"
PHI-WAS,2018-02-06,"1,35","3,10"
TOR-BOS,2018-02-06,"1,45","2,70"
CLE-MIN,2018-02-07,"2,30","1,60"
DET-BRK,2018-02-07,"1,18","4,70"
MEM-UTA,2018-02-07,"3,30","1,32"
MIA-HOU,2018-02-07,"2,60","1,47"
PHO-SAS,2018-02-07,"5,50","1,14"
GSW-DAL,2018-02-08,"1,07","8,00"
LAL-OKC,2018-02-08,"1,80","2,00"
ORL-ATL,2018-02-08,"2,05","1,75"
POR-CHO,2018-02-08,"1,60","2,30"
TOR-NYK,2018-02-08,"1,07","8,00"
WAS-BOS,2018-02-08,"2,10","1,70"
ATL-CLE,2018-02-09,"2,05","1,75"
BOS-IND,2018-02-09,"1,55","2,40"
CHI-MIN,2018-02-09,"3,40","1,30"
DET-LAC,2018-02-09,"1,60","2,30"
HOU-DEN,2018-02-09,"1,22","4,20"
MIA-MIL,2018-02-09,"1,80","2,00"
PHI-NOP,2018-02-09,"1,45","2,70"
SAC-POR,2018-02-09,"2,70","1,45"
UTA-CHO,2018-02-09,"1,40","2,90"
BRK-NOP,2018-02-10,"2,10","1,70"
CHI-WAS,2018-02-10,"2,70","1,45"
DAL-LAL,2018-02-10,"1,65","2,20"
GSW-SAS,2018-02-10,"1,12","6,00"
ORL-MIL,2018-02-10,"2,55","1,50"
PHI-LAC,2018-02-10,"1,45","2,70"
PHO-DEN,2018-02-10,"3,40","1,30"
ATL-DET,2018-02-11,"2,40","1,55"
BOS-CLE,2018-02-11,"1,50","2,55"
CHO-TOR,2018-02-11,"2,30","1,60"
HOU-DAL,2018-02-11,"1,03",11
IND-NYK,2018-02-11,"1,25","3,80"
MIN-SAC,2018-02-11,"1,07","8,00"
OKC-MEM,2018-02-11,"1,50","2,55"
POR-UTA,2018-02-11,"1,60","2,30"
BRK-LAC,2018-02-12,"2,55","1,50"
CHI-ORL,2018-02-12,"1,50","2,55"
DET-NOP,2018-02-12,"1,65","2,20"
GSW-PHO,2018-02-12,"1,03",11
PHI-NYK,2018-02-12,"1,12","6,00"
UTA-SAS,2018-02-12,"1,50","2,55"
DAL-SAC,2018-02-13,"1,35","3,10"
DEN-SAS,2018-02-13,"1,35","3,10"
MIL-ATL,2018-02-13,"1,30","3,40"
MIN-HOU,2018-02-13,"2,40","1,55"
OKC-CLE,2018-02-13,"1,65","2,20"
TOR-MIA,2018-02-13,"1,27","3,70"
BOS-LAC,2018-02-14,"1,50","2,55"
BRK-IND,2018-02-14,"2,40","1,55"
CHI-TOR,2018-02-14,"3,30","1,32"
DET-ATL,2018-02-14,"1,17","4,80"
HOU-SAC,2018-02-14,"1,04",10
MEM-OKC,2018-02-14,"2,40","1,55"
NOP-LAL,2018-02-14,"1,45","2,70"
NYK-WAS,2018-02-14,"2,55","1,50"
ORL-CHO,2018-02-14,"2,90","1,40"
PHI-MIA,2018-02-14,"1,50","2,55"
POR-GSW,2018-02-14,"3,10","1,35"
UTA-PHO,2018-02-14,"1,12","6,00"
MIL-DEN,2018-02-15,"1,75","2,00"
MIN-LAL,2018-02-15,"1,17","4,80"
CHI-PHI,2018-02-22,"3,10","1,35"
CHO-BRK,2018-02-22,"1,25","3,80"
CLE-WAS,2018-02-22,"1,35","3,10"
GSW-LAC,2018-02-22,"1,12","6,00"
ORL-NYK,2018-02-22,"1,60","2,30"
SAC-OKC,2018-02-22,"3,40","1,30"
DEN-SAS,2018-02-23,"1,55","2,40"
DET-BOS,2018-02-23,"2,05","1,75"
HOU-MIN,2018-02-23,"1,25","3,80"
IND-ATL,2018-02-23,"1,28","3,60"
LAL-DAL,2018-02-23,"1,55","2,40"
MEM-CLE,2018-02-23,"2,70","1,45"
NOP-MIA,2018-02-23,"1,70","2,10"
PHO-LAC,2018-02-23,"2,90","1,40"
TOR-MIL,2018-02-23,"1,28","3,60"
UTA-POR,2018-02-23,"1,50","2,55"
WAS-CHO,2018-02-23,"1,55","2,40"
GSW-OKC,2018-02-24,"1,15","5,20"
MIA-MEM,2018-02-24,"1,20","4,40"
MIN-CHI,2018-02-24,"1,32","3,30"
NYK-BOS,2018-02-24,"2,70","1,45"
PHI-ORL,2018-02-24,"1,17","4,80"
PHO-POR,2018-02-24,"3,30","1,32"
SAC-LAL,2018-02-24,"2,05","1,75"
UTA-DAL,2018-02-24,"1,15","5,30"
CHO-DET,2018-02-25,"1,55","2,40"
CLE-SAS,2018-02-25,"1,50","2,55"
DEN-HOU,2018-02-25,"2,60","1,47"
MIL-NOP,2018-02-25,"1,50","2,55"
WAS-PHI,2018-02-25,"1,80","2,00"
ATL-LAL,2018-02-26,"2,05","1,75"
BOS-MEM,2018-02-26,"1,10","6,50"
BRK-CHI,2018-02-26,"1,50","2,55"
DAL-IND,2018-02-26,"2,30","1,60"
NOP-PHO,2018-02-26,"1,30","3,40"
NYK-GSW,2018-02-26,"7,50","1,08"
OKC-ORL,2018-02-26,"1,13","5,70"
SAC-MIN,2018-02-26,"2,70","1,45"
TOR-DET,2018-02-26,"1,13","5,70"
UTA-HOU,2018-02-26,"1,95","1,85"
CHO-CHI,2018-02-27,"1,13","5,70"
CLE-BRK,2018-02-27,"1,12","6,00"
DEN-LAC,2018-02-27,"1,45","2,70"
MIA-PHI,2018-02-27,"1,85","1,95"
MIL-WAS,2018-02-27,"1,65","2,20"
POR-SAC,2018-02-27,"1,10","6,50"
ATL-IND,2018-02-28,"2,50","1,50"
BOS-CHO,2018-02-28,"1,27","3,70"
DAL-OKC,2018-02-28,"2,70","1,45"
DET-MIL,2018-02-28,"1,80","2,00"
LAC-HOU,2018-02-28,"4,20","1,22"
MEM-PHO,2018-02-28,"1,65","2,20"
ORL-TOR,2018-02-28,"4,50","1,20"
SAS-NOP,2018-02-28,"1,50","2,55"
WAS-GSW,2018-02-28,"4,20","1,22"
CLE-PHI,2018-03-01,"1,65","2,20"
MIA-LAL,2018-03-01,"1,45","2,70"
POR-MIN,2018-03-01,"1,45","2,70"
SAC-BRK,2018-03-01,"2,10","1,70"
ATL-GSW,2018-03-02,"8,00","1,07"
CHI-DAL,2018-03-02,"2,00","1,80"
LAC-NYK,2018-03-02,"1,22","4,20"
MEM-DEN,2018-03-02,"3,80","1,25"
MIL-IND,2018-03-02,"1,55","2,40"
ORL-DET,2018-03-02,"2,10","1,70"
PHI-CHO,2018-03-02,"1,60","2,30"
PHO-OKC,2018-03-02,"3,80","1,25"
UTA-MIN,2018-03-02,"1,30","3,40"
WAS-TOR,2018-03-02,"2,40","1,55"
CLE-DEN,2018-03-03,"1,50","2,55"
HOU-BOS,2018-03-03,"1,22","4,20"
MIA-DET,2018-03-03,"1,40","2,90"
ORL-MEM,2018-03-03,"1,30","3,40"
POR-OKC,2018-03-03,"1,45","2,70"
SAC-UTA,2018-03-03,"3,40","1,30"
SAS-LAL,2018-03-03,"1,45","2,70"
ATL-PHO,2018-03-04,"1,75","2,05"
DAL-NOP,2018-03-04,"2,40","1,55"
LAC-BRK,2018-03-04,"1,27","3,70"
MIL-PHI,2018-03-04,"2,00","1,80"
SAC-NYK,2018-03-04,"2,20","1,65"
TOR-CHO,2018-03-04,"1,20","4,50"
WAS-IND,2018-03-04,"1,55","2,40"
CHI-BOS,2018-03-05,"3,40","1,30"
CLE-DET,2018-03-05,"1,35","3,10"
IND-MIL,2018-03-05,"1,65","2,20"
LAL-POR,2018-03-05,"2,05","1,75"
MIA-PHO,2018-03-05,"1,20","4,40"
SAS-MEM,2018-03-05,"1,08","7,50"
UTA-ORL,2018-03-05,"1,17","4,90"
CHO-PHI,2018-03-06,"2,00","1,80"
DAL-DEN,2018-03-06,"2,90","1,40"
GSW-BRK,2018-03-06,"1,03",11
LAC-NOP,2018-03-06,"1,70","2,10"
OKC-HOU,2018-03-06,"2,70","1,45"
POR-NYK,2018-03-06,"1,15","5,30"
TOR-ATL,2018-03-06,"1,08","7,50"
WAS-MIA,2018-03-06,"1,55","2,40"
CHI-MEM,2018-03-07,"1,55","2,40"
DEN-CLE,2018-03-07,"1,65","2,20"
DET-TOR,2018-03-07,"2,80","1,42"
IND-UTA,2018-03-07,"2,00","1,80"
LAL-ORL,2018-03-07,"1,35","3,10"
MIL-HOU,2018-03-07,"2,90","1,40"
SAC-NOP,2018-03-07,"2,90","1,40"
CHO-BRK,2018-03-08,"1,32","3,30"
GSW-SAS,2018-03-08,"1,13","5,70"
MIA-PHI,2018-03-08,"1,85","1,95"
MIN-BOS,2018-03-08,"2,20","1,65"
OKC-PHO,2018-03-08,"1,13","5,70"
DEN-LAL,2018-03-09,"1,35","3,10"
DET-CHI,2018-03-09,"1,25","3,80"
IND-ATL,2018-03-09,"1,22","4,20"
LAC-CLE,2018-03-09,"1,95","1,85"
MEM-UTA,2018-03-09,"5,10","1,16"
MIL-NYK,2018-03-09,"1,16","5,10"
NOP-WAS,2018-03-09,"2,40","1,55"
POR-GSW,2018-03-09,"1,90","1,90"
SAC-ORL,2018-03-09,"1,65","2,20"
TOR-HOU,2018-03-09,"2,30","1,60"
CHO-PHO,2018-03-10,"1,10","7,00"
DAL-MEM,2018-03-10,"1,22","4,20"
LAC-ORL,2018-03-10,"1,10","6,50"
MIA-WAS,2018-03-10,"1,55","2,40"
OKC-SAS,2018-03-10,"1,55","2,40"
ATL-CHI,2018-03-11,"1,70","2,10"
BOS-IND,2018-03-11,"1,45","2,70"
BRK-PHI,2018-03-11,"3,10","1,35"
DAL-HOU,2018-03-11,"5,70","1,13"
DEN-SAC,2018-03-11,"1,10","6,50"
LAL-CLE,2018-03-11,"2,10","1,70"
MIN-GSW,2018-03-11,"2,40","1,55"
NOP-UTA,2018-03-11,"2,00","1,80"
NYK-TOR,2018-03-11,"5,20","1,15"
HOU-SAS,2018-03-12,"1,10","6,50"
MEM-MIL,2018-03-12,"3,70","1,27"
OKC-SAC,2018-03-12,"1,07","8,00"
POR-MIA,2018-03-12,"1,40","2,90"
ATL-OKC,2018-03-13,"3,10","1,35"
BRK-TOR,2018-03-13,"4,50","1,20"
CHI-LAC,2018-03-13,"3,70","1,27"
LAL-DEN,2018-03-13,"2,10","1,70"
NOP-CHO,2018-03-13,"1,45","2,70"
NYK-DAL,2018-03-13,"1,90","1,90"
PHI-IND,2018-03-13,"1,35","3,10"
PHO-CLE,2018-03-13,"3,40","1,30"
SAS-ORL,2018-03-13,"1,15","5,20"
UTA-DET,2018-03-13,"1,25","3,80"
WAS-MIN,2018-03-13,"1,60","2,30"
BOS-WAS,2018-03-14,"2,40","1,55"
GSW-LAL,2018-03-14,"1,35","3,10"
ORL-MIL,2018-03-14,"4,60","1,18"
SAC-MIA,2018-03-14,"3,10","1,35"
ATL-CHO,2018-03-15,"2,70","1,45"
DEN-DET,2018-03-15,"1,25","3,80"
HOU-LAC,2018-03-15,"1,10","6,50"
IND-TOR,2018-03-15,"2,55","1,50"
MEM-CHI,2018-03-15,"1,75","2,05"
NYK-PHI,2018-03-15,"5,20","1,15"
POR-CLE,2018-03-15,"1,40","2,90"
SAS-NOP,2018-03-15,"1,50","2,55"
UTA-PHO,2018-03-15,"1,05","9,50"
GSW-SAC,2018-03-16,"1,22","4,20"
LAL-MIA,2018-03-16,"1,65","2,20"
OKC-LAC,2018-03-16,"1,35","3,10"
ORL-BOS,2018-03-16,"3,10","1,35"
PHI-BRK,2018-03-16,"1,22","4,20"
TOR-DAL,2018-03-16,"1,12","6,00"
BRK-DAL,2018-03-17,"1,50","2,55"
CHI-CLE,2018-03-17,"3,40","1,30"
MEM-DEN,2018-03-17,"3,40","1,30"
MIL-ATL,2018-03-17,"1,12","6,00"
NOP-HOU,2018-03-17,"4,20","1,22"
NYK-CHO,2018-03-17,"3,30","1,32"
PHO-GSW,2018-03-17,"2,55","1,50"
POR-DET,2018-03-17,"1,22","4,20"
SAS-MIN,2018-03-17,"1,50","2,55"
UTA-SAC,2018-03-17,"1,03",11
WAS-IND,2018-03-17,"1,50","2,55"
LAC-POR,2018-03-18,"1,85","1,95"
MIN-HOU,2018-03-18,"3,40","1,30"
NOP-BOS,2018-03-18,"1,65","2,20"
TOR-OKC,2018-03-18,"1,35","3,10"
BRK-MEM,2018-03-19,"1,30","3,40"
CLE-MIL,2018-03-19,"1,65","2,20"
IND-LAL,2018-03-19,"1,45","2,70"
MIA-DEN,2018-03-19,"1,75","2,05"
NYK-CHI,2018-03-19,"1,45","2,70"
PHI-CHO,2018-03-19,"1,22","4,20"
SAC-DET,2018-03-19,"2,40","1,55"
SAS-GSW,2018-03-19,"1,27","3,70"
BOS-OKC,2018-03-20,"2,70","1,45"
MIN-LAC,2018-03-20,"1,55","2,40"
NOP-DAL,2018-03-20,"1,30","3,40"
ORL-TOR,2018-03-20,"4,80","1,17"
PHO-DET,2018-03-20,"3,10","1,35"
POR-HOU,2018-03-20,"2,70","1,45"
UTA-ATL,2018-03-20,"1,05","9,00"
BRK-CHO,2018-03-21,"1,95","1,85"
CHI-DEN,2018-03-21,"4,80","1,17"
CLE-TOR,2018-03-21,"2,00","1,80"
MIA-NYK,2018-03-21,"1,15","5,30"
MIL-LAC,2018-03-21,"1,45","2,70"
NOP-IND,2018-03-21,"1,90","1,90"
PHI-MEM,2018-03-21,"1,08","7,50"
SAS-WAS,2018-03-21,"1,40","2,90"
CHO-MEM,2018-03-22,"1,20","4,50"
DAL-UTA,2018-03-22,"3,80","1,25"
HOU-DET,2018-03-22,"1,10","6,50"
NOP-LAL,2018-03-22,"1,65","2,20"
ORL-PHI,2018-03-22,"3,80","1,25"
SAC-ATL,2018-03-22,"1,60","2,30"
CHI-MIL,2018-03-23,"2,70","1,45"
CLE-PHO,2018-03-23,"1,05","9,00"
GSW-ATL,2018-03-23,"1,12","6,00"
IND-LAC,2018-03-23,"1,55","2,40"
NYK-MIN,2018-03-23,"3,70","1,27"
OKC-MIA,2018-03-23,"1,35","3,10"
POR-BOS,2018-03-23,"1,30","3,40"
SAS-UTA,2018-03-23,"1,60","2,30"
TOR-BRK,2018-03-23,"1,10","6,50"
WAS-DEN,2018-03-23,"1,75","2,05"
DAL-CHO,2018-03-24,"2,10","1,70"
DET-CHI,2018-03-24,"1,07","8,00"
HOU-NOP,2018-03-24,"1,22","4,20"
MEM-LAL,2018-03-24,"3,10","1,35"
ORL-PHO,2018-03-24,"1,30","3,40"
PHI-MIN,2018-03-24,"1,27","3,70"
BRK-CLE,2018-03-25,"3,40","1,30"
GSW-UTA,2018-03-25,"4,70","1,18"
HOU-ATL,2018-03-25,"1,05","9,50"
IND-MIA,2018-03-25,"1,55","2,40"
MIL-SAS,2018-03-25,"2,05","1,75"
OKC-POR,2018-03-25,"1,55","2,40"
SAC-BOS,2018-03-25,"3,10","1,35"
TOR-LAC,2018-03-25,"1,22","4,20"
WAS-NYK,2018-03-25,"1,12","6,00"
CHO-NYK,2018-03-26,"1,12","6,00"
DET-LAL,2018-03-26,"1,40","2,90"
MIN-MEM,2018-03-26,"1,05","9,00"
PHI-DEN,2018-03-26,"1,40","2,90"
PHO-BOS,2018-03-26,"5,70","1,13"
GSW-IND,2018-03-27,"3,60","1,28"
HOU-CHI,2018-03-27,"1,05","9,00"
LAC-MIL,2018-03-27,"1,60","2,30"
MIA-CLE,2018-03-27,"2,10","1,70"
NOP-POR,2018-03-27,"2,00","1,80"
SAC-DAL,2018-03-27,"1,70","2,10"
TOR-DEN,2018-03-27,"1,20","4,50"
WAS-SAS,2018-03-27,"2,10","1,70"
CHO-CLE,2018-03-28,"1,70","2,10"
LAL-DAL,2018-03-28,"1,22","4,20"
MEM-POR,2018-03-28,"3,30","1,32"
MIN-ATL,2018-03-28,"1,08","7,50"
ORL-BRK,2018-03-28,"2,30","1,60"
PHI-NYK,2018-03-28,"1,07","8,00"
PHO-LAC,2018-03-28,"6,50","1,11"
UTA-BOS,2018-03-28,"1,15","5,30"
DET-WAS,2018-03-29,"2,10","1,70"
GSW-MIL,2018-03-29,"1,50","2,55"
MIA-CHI,2018-03-29,"1,06","8,50"
SAC-IND,2018-03-29,"3,80","1,25"
