date_game,game_location,game_result,game_start_time,game_streak,losses,opp_name,opp_pts,overtimes,pts,wins
"Tue, Nov 2, 1999",,W,,W 1,0,Golden State Warriors,96,,108,1
"Thu, Nov 4, 1999",@,L,,L 1,1,Seattle SuperSonics,106,,96,1
"Sat, Nov 6, 1999",@,W,,W 1,1,Golden State Warriors,97,,120,2
"Sun, Nov 7, 1999",@,L,,L 1,2,Los Angeles Lakers,105,,97,2
"Tue, Nov 9, 1999",,L,,L 2,3,Los Angeles Lakers,123,,101,2
"Thu, Nov 11, 1999",@,L,,L 3,4,Miami Heat,128,,105,2
"Sat, Nov 13, 1999",,W,,W 1,4,Orlando Magic,117,,125,3
"Tue, Nov 16, 1999",,W,,W 2,4,Houston Rockets,95,,114,4
"Wed, Nov 17, 1999",@,L,,L 1,5,Charlotte Hornets,104,,99,4
"Fri, Nov 19, 1999",,L,,L 2,6,Sacramento Kings,103,,94,4
"Sat, Nov 20, 1999",@,L,,L 3,7,San Antonio Spurs,106,,90,4
"Tue, Nov 23, 1999",@,L,,L 4,8,Houston Rockets,119,,99,4
"Wed, Nov 24, 1999",@,L,,L 5,9,Orlando Magic,112,,100,4
"Sat, Nov 27, 1999",,W,,W 1,9,Chicago Bulls,83,,95,5
"Mon, Nov 29, 1999",@,L,,L 1,10,New York Knicks,107,,82,5
"Tue, Nov 30, 1999",@,L,,L 2,11,Cleveland Cavaliers,106,,99,5
"Thu, Dec 2, 1999",@,W,,W 1,11,Chicago Bulls,95,,101,6
"Sat, Dec 4, 1999",@,W,,W 2,11,Minnesota Timberwolves,84,,103,7
"Sun, Dec 5, 1999",@,L,,L 1,12,Milwaukee Bucks,103,,97,7
"Tue, Dec 7, 1999",,L,,L 2,13,Vancouver Grizzlies,104,,95,7
"Wed, Dec 8, 1999",@,L,,L 3,14,Utah Jazz,85,,79,7
"Sat, Dec 11, 1999",,W,,W 1,14,Phoenix Suns,115,,120,8
"Tue, Dec 14, 1999",,L,,L 1,15,San Antonio Spurs,111,,93,8
"Thu, Dec 16, 1999",,L,,L 2,16,New York Knicks,100,,93,8
"Sat, Dec 18, 1999",,L,,L 3,17,Minnesota Timberwolves,108,,104,8
"Mon, Dec 20, 1999",,L,,L 4,18,Miami Heat,92,,89,8
"Thu, Dec 23, 1999",@,W,,W 1,18,Phoenix Suns,110,,111,9
"Sun, Dec 26, 1999",@,L,,L 1,19,Sacramento Kings,118,,111,9
"Mon, Dec 27, 1999",@,L,,L 2,20,Los Angeles Lakers,108,,106,9
"Thu, Dec 30, 1999",,L,,L 3,21,Toronto Raptors,109,,104,9
"Tue, Jan 4, 2000",@,L,,L 4,22,Denver Nuggets,98,,96,9
"Thu, Jan 6, 2000",,L,,L 5,23,Utah Jazz,105,,92,9
"Sat, Jan 8, 2000",,W,,W 1,23,Atlanta Hawks,85,,95,10
"Mon, Jan 10, 2000",@,L,,L 1,24,Portland Trail Blazers,107,,94,10
"Tue, Jan 11, 2000",@,W,,W 1,24,Golden State Warriors,102,,109,11
"Sat, Jan 15, 2000",,W,,W 2,24,Portland Trail Blazers,105,,113,12
"Mon, Jan 17, 2000",,L,,L 1,25,Houston Rockets,121,,111,12
"Wed, Jan 19, 2000",@,W,,W 1,25,Washington Wizards,86,,104,13
"Sat, Jan 22, 2000",@,L,,L 1,26,New Jersey Nets,98,,95,13
"Sun, Jan 23, 2000",@,W,,W 1,26,Detroit Pistons,91,,99,14
"Tue, Jan 25, 2000",,W,,W 2,26,Golden State Warriors,103,,117,15
"Thu, Jan 27, 2000",,W,,W 3,26,Los Angeles Clippers,90,,99,16
"Sat, Jan 29, 2000",,W,,W 4,26,Denver Nuggets,96,,107,17
"Tue, Feb 1, 2000",,L,,L 1,27,Philadelphia 76ers,101,,100,17
"Thu, Feb 3, 2000",,W,,W 1,27,Charlotte Hornets,96,,106,18
"Sat, Feb 5, 2000",@,W,,W 2,27,Los Angeles Clippers,106,,119,19
"Sun, Feb 6, 2000",@,W,,W 3,27,Vancouver Grizzlies,99,OT,103,20
"Wed, Feb 9, 2000",,L,,L 1,28,Seattle SuperSonics,117,,106,20
"Tue, Feb 15, 2000",,L,,L 2,29,Milwaukee Bucks,112,,99,20
"Thu, Feb 17, 2000",,W,,W 1,29,Detroit Pistons,97,,106,21
"Sun, Feb 20, 2000",@,W,,W 2,29,Toronto Raptors,96,,100,22
