date_game,game_location,game_result,game_start_time,game_streak,losses,opp_name,opp_pts,overtimes,pts,wins
"Tue, Nov 2, 1999",@,L,,L 1,1,Miami Heat,128,2OT,122,0
"Wed, Nov 3, 1999",@,L,,L 2,2,Orlando Magic,103,,94,0
"Fri, Nov 5, 1999",,L,,L 3,3,New York Knicks,103,,91,0
"Sat, Nov 6, 1999",@,L,,L 4,4,Milwaukee Bucks,121,,111,0
"Wed, Nov 10, 1999",@,W,,W 1,4,Boston Celtics,92,,110,1
"Thu, Nov 11, 1999",,L,,L 1,5,Toronto Raptors,123,,106,1
"Sat, Nov 13, 1999",,W,,W 1,5,Seattle SuperSonics,99,,107,2
"Tue, Nov 16, 1999",@,L,,L 1,6,Toronto Raptors,89,,85,2
"Wed, Nov 17, 1999",,W,,W 1,6,New Jersey Nets,107,,109,3
"Fri, Nov 19, 1999",,W,,W 2,6,Cleveland Cavaliers,90,,101,4
"Sun, Nov 21, 1999",,W,,W 3,6,Milwaukee Bucks,94,,113,5
"Thu, Nov 25, 1999",@,W,,W 4,6,Indiana Pacers,99,,107,6
"Fri, Nov 26, 1999",,W,,W 5,6,Atlanta Hawks,91,,93,7
"Sun, Nov 28, 1999",,L,,L 1,7,Orlando Magic,108,,99,7
"Tue, Nov 30, 1999",@,L,,L 2,8,San Antonio Spurs,106,,87,7
"Wed, Dec 1, 1999",@,L,,L 3,9,Denver Nuggets,100,,96,7
"Fri, Dec 3, 1999",,W,,W 1,9,San Antonio Spurs,80,,102,8
"Sat, Dec 4, 1999",@,L,,L 1,10,Atlanta Hawks,112,,110,8
"Tue, Dec 7, 1999",@,W,,W 1,10,Milwaukee Bucks,112,,116,9
"Fri, Dec 10, 1999",,W,,W 2,10,Los Angeles Clippers,83,,107,10
"Sun, Dec 12, 1999",@,L,,L 1,11,Los Angeles Lakers,101,,93,10
"Tue, Dec 14, 1999",@,L,,L 2,12,Phoenix Suns,114,,104,10
"Thu, Dec 16, 1999",@,W,,W 1,12,Golden State Warriors,108,,116,11
"Sat, Dec 18, 1999",,W,,W 2,12,Philadelphia 76ers,91,,104,12
"Mon, Dec 20, 1999",@,L,,L 1,13,Philadelphia 76ers,122,OT,121,12
"Tue, Dec 21, 1999",,L,,L 2,14,Washington Wizards,97,,83,12
"Sun, Dec 26, 1999",,W,,W 1,14,Charlotte Hornets,96,,114,13
"Wed, Dec 29, 1999",@,W,,W 2,14,Chicago Bulls,77,,91,14
"Thu, Dec 30, 1999",,W,,W 3,14,Atlanta Hawks,105,OT,106,15
"Mon, Jan 3, 2000",@,W,,W 4,14,Orlando Magic,106,,118,16
"Wed, Jan 5, 2000",@,W,,W 5,14,Atlanta Hawks,108,,120,17
"Thu, Jan 6, 2000",,W,,W 6,14,Milwaukee Bucks,95,,101,18
"Sat, Jan 8, 2000",,L,,L 1,15,Minnesota Timberwolves,110,,105,18
"Wed, Jan 12, 2000",,W,,W 1,15,New York Knicks,108,,114,19
"Fri, Jan 14, 2000",,W,,W 2,15,Washington Wizards,98,,105,20
"Sat, Jan 15, 2000",@,W,,W 3,15,Washington Wizards,107,,112,21
"Mon, Jan 17, 2000",@,L,,L 1,16,New York Knicks,105,,94,21
"Thu, Jan 20, 2000",@,L,,L 2,17,New Jersey Nets,122,,120,21
"Sat, Jan 22, 2000",@,L,,L 3,18,Chicago Bulls,98,,92,21
"Sun, Jan 23, 2000",,L,,L 4,19,Dallas Mavericks,99,,91,21
"Tue, Jan 25, 2000",@,L,,L 5,20,Cleveland Cavaliers,116,OT,107,21
"Thu, Jan 27, 2000",@,L,,L 6,21,Charlotte Hornets,117,,102,21
"Sat, Jan 29, 2000",,W,,W 1,21,Philadelphia 76ers,88,,90,22
"Mon, Jan 31, 2000",@,L,,L 1,22,Miami Heat,104,,82,22
"Wed, Feb 2, 2000",,L,,L 2,23,Sacramento Kings,113,,110,22
"Fri, Feb 4, 2000",,W,,W 1,23,Cleveland Cavaliers,96,,105,23
"Sun, Feb 6, 2000",,W,,W 2,23,Houston Rockets,105,,109,24
"Wed, Feb 9, 2000",,W,,W 3,23,Toronto Raptors,108,OT,115,25
"Tue, Feb 15, 2000",@,L,,L 1,24,Houston Rockets,107,,102,25
"Thu, Feb 17, 2000",@,L,,L 2,25,Dallas Mavericks,106,,97,25
"Sat, Feb 19, 2000",@,L,,L 3,26,Utah Jazz,91,,87,25
"Mon, Feb 21, 2000",,W,,W 1,26,Miami Heat,87,,95,26
"Wed, Feb 23, 2000",,L,,L 1,27,Indiana Pacers,118,,111,26
"Fri, Feb 25, 2000",,W,,W 1,27,Golden State Warriors,99,,131,27
"Sun, Feb 27, 2000",,W,,W 2,27,Chicago Bulls,90,,93,28
"Tue, Feb 29, 2000",@,L,,L 1,28,Indiana Pacers,115,,105,28
"Wed, Mar 1, 2000",,L,,L 2,29,Utah Jazz,107,,94,28
"Sat, Mar 4, 2000",@,L,,L 3,30,Washington Wizards,100,,94,28
"Wed, Mar 8, 2000",,W,,W 1,30,Denver Nuggets,116,,130,29
"Fri, Mar 10, 2000",,W,,W 2,30,Vancouver Grizzlies,97,,111,30
"Sat, Mar 11, 2000",,L,,L 1,31,Portland Trail Blazers,99,,94,30
"Mon, Mar 13, 2000",,W,,W 1,31,Boston Celtics,115,,124,31
"Wed, Mar 15, 2000",,W,,W 2,31,Orlando Magic,91,,113,32
"Fri, Mar 17, 2000",,L,,L 1,32,Los Angeles Lakers,110,,82,32
"Sun, Mar 19, 2000",@,W,,W 1,32,Vancouver Grizzlies,99,,101,33
"Tue, Mar 21, 2000",@,W,,W 2,32,Seattle SuperSonics,90,,100,34
"Wed, Mar 22, 2000",@,W,,W 3,32,Portland Trail Blazers,95,,104,35
"Fri, Mar 24, 2000",@,L,,L 1,33,Sacramento Kings,113,,103,35
"Sat, Mar 25, 2000",@,W,,W 1,33,Los Angeles Clippers,107,,126,36
"Wed, Mar 29, 2000",,L,,L 1,34,Charlotte Hornets,98,,91,36
"Fri, Mar 31, 2000",,L,,L 2,35,Phoenix Suns,98,,97,36
"Sun, Apr 2, 2000",@,W,,W 1,35,New Jersey Nets,92,,113,37
"Tue, Apr 4, 2000",@,W,,W 2,35,Toronto Raptors,88,,104,38
"Wed, Apr 5, 2000",,W,,W 3,35,Boston Celtics,106,,111,39
"Fri, Apr 7, 2000",@,W,,W 4,35,Charlotte Hornets,82,,97,40
"Sat, Apr 8, 2000",@,L,,L 1,36,Cleveland Cavaliers,117,,98,40
"Mon, Apr 10, 2000",@,L,,L 2,37,Minnesota Timberwolves,102,,100,40
"Wed, Apr 12, 2000",,W,,W 1,37,Miami Heat,73,,90,41
"Sat, Apr 15, 2000",@,L,,L 1,38,Philadelphia 76ers,100,,94,41
"Sun, Apr 16, 2000",,L,,L 2,39,Indiana Pacers,112,,101,41
"Tue, Apr 18, 2000",@,L,,L 3,40,New York Knicks,100,,88,41
"Wed, Apr 19, 2000",,W,,W 1,40,Chicago Bulls,91,,112,42
