date_game,game_location,game_result,game_start_time,game_streak,losses,opp_name,opp_pts,overtimes,pts,wins
"Wed, Nov 3, 1999",,L,,L 1,1,New York Knicks,84,,74,0
"Fri, Nov 5, 1999",,L,,L 2,2,Miami Heat,105,,87,0
"Sat, Nov 6, 1999",@,L,,L 3,3,Atlanta Hawks,113,,97,0
"Tue, Nov 9, 1999",,L,,L 4,4,Phoenix Suns,103,,80,0
"Fri, Nov 12, 1999",@,L,,L 5,5,Philadelphia 76ers,92,,86,0
"Sat, Nov 13, 1999",,W,,W 1,5,Boston Celtics,91,,92,1
"Tue, Nov 16, 1999",@,L,,L 1,6,Golden State Warriors,99,,79,1
"Wed, Nov 17, 1999",@,L,,L 2,7,Phoenix Suns,105,,81,1
"Fri, Nov 19, 1999",@,L,,L 3,8,Los Angeles Lakers,103,,95,1
"Sat, Nov 20, 1999",@,L,,L 4,9,Denver Nuggets,95,,86,1
"Wed, Nov 24, 1999",@,L,,L 5,10,Milwaukee Bucks,102,,95,1
"Fri, Nov 26, 1999",@,L,,L 6,11,San Antonio Spurs,101,,78,1
"Sat, Nov 27, 1999",@,L,,L 7,12,Dallas Mavericks,95,,83,1
"Thu, Dec 2, 1999",,L,,L 8,13,Dallas Mavericks,101,,95,1
"Sat, Dec 4, 1999",,L,,L 9,14,Milwaukee Bucks,92,,91,1
"Wed, Dec 8, 1999",@,L,,L 10,15,Cleveland Cavaliers,107,,93,1
"Fri, Dec 10, 1999",,W,,W 1,15,New Jersey Nets,69,,71,2
"Sat, Dec 11, 1999",@,L,,L 1,16,Orlando Magic,108,,87,2
"Wed, Dec 15, 1999",@,L,,L 2,17,Indiana Pacers,102,,91,2
"Fri, Dec 17, 1999",@,L,,L 3,18,Philadelphia 76ers,77,,74,2
"Sat, Dec 18, 1999",,L,,L 4,19,Orlando Magic,83,,74,2
"Mon, Dec 20, 1999",,L,,L 5,20,Seattle SuperSonics,93,,84,2
"Wed, Dec 22, 1999",,L,,L 6,21,Minnesota Timberwolves,106,,86,2
"Sun, Dec 26, 1999",@,L,,L 7,22,New Jersey Nets,103,,76,2
"Mon, Dec 27, 1999",,L,,L 8,23,Indiana Pacers,103,,91,2
"Wed, Dec 29, 1999",,L,,L 9,24,Detroit Pistons,91,,77,2
"Thu, Dec 30, 1999",@,L,,L 10,25,Minnesota Timberwolves,94,,76,2
"Mon, Jan 3, 2000",,L,,L 11,26,Portland Trail Blazers,88,,63,2
"Wed, Jan 5, 2000",,W,,W 1,26,Washington Wizards,66,,77,3
"Fri, Jan 7, 2000",@,W,,W 2,26,Washington Wizards,103,,110,4
"Sat, Jan 8, 2000",,W,,W 3,26,Boston Celtics,79,,96,5
"Tue, Jan 11, 2000",@,L,,L 1,27,New York Knicks,95,,88,5
"Fri, Jan 14, 2000",,L,,L 2,28,Atlanta Hawks,89,,83,5
"Sat, Jan 15, 2000",,L,,L 3,29,Houston Rockets,93,,90,5
"Tue, Jan 18, 2000",@,W,,W 1,29,Miami Heat,85,OT,92,6
"Wed, Jan 19, 2000",,L,,L 1,30,Charlotte Hornets,96,,86,6
"Sat, Jan 22, 2000",,W,,W 1,30,Detroit Pistons,92,,98,7
"Mon, Jan 24, 2000",,W,,W 2,30,Indiana Pacers,82,,83,8
"Tue, Jan 25, 2000",@,L,,L 1,31,Atlanta Hawks,96,,89,8
"Fri, Jan 28, 2000",,L,,L 2,32,Sacramento Kings,102,,90,8
"Sat, Jan 29, 2000",,L,,L 3,33,Toronto Raptors,106,,89,8
"Tue, Feb 1, 2000",@,L,,L 4,34,Portland Trail Blazers,92,,81,8
"Wed, Feb 2, 2000",@,W,,W 1,34,Seattle SuperSonics,81,,88,9
"Fri, Feb 4, 2000",@,L,,L 1,35,Vancouver Grizzlies,101,,76,9
"Sun, Feb 6, 2000",@,W,,W 1,35,Los Angeles Clippers,90,,100,10
"Tue, Feb 8, 2000",@,L,,L 1,36,Sacramento Kings,119,,80,10
"Wed, Feb 9, 2000",@,L,,L 2,37,Utah Jazz,113,,86,10
"Tue, Feb 15, 2000",,L,,L 3,38,Los Angeles Lakers,88,,76,10
"Thu, Feb 17, 2000",,W,,W 1,38,Miami Heat,76,,83,11
"Sat, Feb 19, 2000",,W,,W 2,38,Los Angeles Clippers,72,,74,12
"Tue, Feb 22, 2000",,L,,L 1,39,Vancouver Grizzlies,85,,81,12
"Thu, Feb 24, 2000",@,L,,L 2,40,Indiana Pacers,100,,83,12
"Fri, Feb 25, 2000",,L,,L 3,41,San Antonio Spurs,91,,78,12
"Sun, Feb 27, 2000",@,L,,L 4,42,Detroit Pistons,93,,90,12
